index,sin_value
1664,0.95694035
1665,0.95716274
1666,0.95738453
1667,0.95760578
1668,0.95782644
1669,0.95804656
1670,0.95826608
1671,0.95848507
1672,0.95870346
1673,0.95892131
1674,0.95913863
1675,0.95935535
1676,0.95957148
1677,0.95978707
1678,0.96000212
1679,0.96021658
1680,0.96043050
1681,0.96064383
1682,0.96085662
1683,0.96106881
1684,0.96128047
1685,0.96149158
1686,0.96170205
1687,0.96191204
1688,0.96212143
1689,0.96233022
1690,0.96253848
1691,0.96274614
1692,0.96295327
1693,0.96315980
1694,0.96336579
1695,0.96357119
1696,0.96377605
1697,0.96398038
1698,0.96418405
1699,0.96438724
1700,0.96458977
1701,0.96479183
1702,0.96499324
1703,0.96519411
1704,0.96539444
1705,0.96559417
1706,0.96579337
1707,0.96599197
1708,0.96618998
1709,0.96638745
1710,0.96658438
1711,0.96678072
1712,0.96697646
1713,0.96717167
1714,0.96736628
1715,0.96756035
1716,0.96775383
1717,0.96794677
1718,0.96813911
1719,0.96833092
1720,0.96852213
1721,0.96871275
1722,0.96890283
1723,0.96909231
1724,0.96928126
1725,0.96946961
1726,0.96965742
1727,0.96984458
1728,0.97003126
1729,0.97021735
1730,0.97040284
1731,0.97058779
1732,0.97077215
1733,0.97095591
1734,0.97113913
1735,0.97132182
1736,0.97150385
1737,0.97168541
1738,0.97186631
1739,0.97204667
1740,0.97222650
1741,0.97240573
1742,0.97258437
1743,0.97276247
1744,0.97293997
1745,0.97311687
1746,0.97329324
1747,0.97346902
1748,0.97364426
1749,0.97381890
1750,0.97399294
1751,0.97416645
1752,0.97433937
1753,0.97451174
1754,0.97468352
1755,0.97485471
1756,0.97502536
1757,0.97519541
1758,0.97536486
1759,0.97553378
1760,0.97570211
1761,0.97586989
1762,0.97603709
1763,0.97620368
1764,0.97636974
1765,0.97653520
1766,0.97670007
1767,0.97686440
1768,0.97702813
1769,0.97719133
1770,0.97735393
1771,0.97751594
1772,0.97767735
1773,0.97783822
1774,0.97799850
1775,0.97815824
1776,0.97831738
1777,0.97847593
1778,0.97863394
1779,0.97879136
1780,0.97894818
1781,0.97910446
1782,0.97926009
1783,0.97941524
1784,0.97956973
1785,0.97972369
1786,0.97987711
1787,0.98002988
1788,0.98018211
1789,0.98033381
1790,0.98048484
1791,0.98063534
1792,0.98078525
1793,0.98093462
1794,0.98108339
1795,0.98123157
1796,0.98137921
1797,0.98152620
1798,0.98167270
1799,0.98181856
1800,0.98196387
1801,0.98210859
1802,0.98225272
1803,0.98239630
1804,0.98253930
1805,0.98268169
1806,0.98282355
1807,0.98296481
1808,0.98310548
1809,0.98324561
1810,0.98338509
1811,0.98352408
1812,0.98366243
1813,0.98380023
1814,0.98393744
1815,0.98407406
1816,0.98421007
1817,0.98434556
1818,0.98448044
1819,0.98461479
1820,0.98474848
1821,0.98488164
1822,0.98501426
1823,0.98514622
1824,0.98527765
1825,0.98540848
1826,0.98553872
1827,0.98566842
1828,0.98579752
1829,0.98592603
1830,0.98605394
1831,0.98618132
1832,0.98630810
1833,0.98643428
1834,0.98655993
1835,0.98668498
1836,0.98680943
1837,0.98693329
1838,0.98705655
1839,0.98717928
1840,0.98730141
1841,0.98742294
1842,0.98754394
1843,0.98766434
1844,0.98778415
1845,0.98790336
1846,0.98802203
1847,0.98814011
1848,0.98825759
1849,0.98837447
1850,0.98849076
1851,0.98860651
1852,0.98872167
1853,0.98883629
1854,0.98895025
1855,0.98906368
1856,0.98917651
1857,0.98928875
1858,0.98940045
1859,0.98951149
1860,0.98962200
1861,0.98973197
1862,0.98984128
1863,0.98995006
1864,0.99005818
1865,0.99016583
1866,0.99027282
1867,0.99037921
1868,0.99048507
1869,0.99059033
1870,0.99069500
1871,0.99079913
1872,0.99090266
1873,0.99100554
1874,0.99110794
1875,0.99120969
1876,0.99131083
1877,0.99141145
1878,0.99151146
1879,0.99161088
1880,0.99170977
1881,0.99180800
1882,0.99190569
1883,0.99200279
1884,0.99209934
1885,0.99219525
1886,0.99229062
1887,0.99238539
1888,0.99247956
1889,0.99257314
1890,0.99266613
1891,0.99275857
1892,0.99285042
1893,0.99294168
1894,0.99303234
1895,0.99312246
1896,0.99321193
1897,0.99330086
1898,0.99338919
1899,0.99347699
1900,0.99356413
1901,0.99365073
1902,0.99373674
1903,0.99382216
1904,0.99390697
1905,0.99399120
1906,0.99407488
1907,0.99415797
1908,0.99424046
1909,0.99432236
1910,0.99440366
1911,0.99448442
1912,0.99456459
1913,0.99464417
1914,0.99472314
1915,0.99480152
1916,0.99487931
1917,0.99495655
1918,0.99503320
1919,0.99510926
1920,0.99518472
1921,0.99525958
1922,0.99533391
1923,0.99540764
1924,0.99548078
1925,0.99555331
1926,0.99562526
1927,0.99569660
1928,0.99576741
1929,0.99583763
1930,0.99590725
1931,0.99597627
1932,0.99604470
1933,0.99611259
1934,0.99617982
1935,0.99624652
1936,0.99631262
1937,0.99637812
1938,0.99644303
1939,0.99650741
1940,0.99657112
1941,0.99663430
1942,0.99669689
1943,0.99675888
1944,0.99682033
1945,0.99688113
1946,0.99694133
1947,0.99700099
1948,0.99706006
1949,0.99711853
1950,0.99717641
1951,0.99723375
1952,0.99729043
1953,0.99734658
1954,0.99740213
1955,0.99745709
1956,0.99751145
1957,0.99756521
1958,0.99761844
1959,0.99767107
1960,0.99772304
1961,0.99777448
1962,0.99782532
1963,0.99787563
1964,0.99792528
1965,0.99797440
1966,0.99802285
1967,0.99807078
1968,0.99811810
1969,0.99816483
1970,0.99821103
1971,0.99825656
1972,0.99830157
1973,0.99834591
1974,0.99838972
1975,0.99843293
1976,0.99847555
1977,0.99851763
1978,0.99855906
1979,0.99859995
1980,0.99864024
1981,0.99867994
1982,0.99871904
1983,0.99875754
1984,0.99879545
1985,0.99883282
1986,0.99886954
1987,0.99890572
1988,0.99894130
1989,0.99897629
1990,0.99901068
1991,0.99904448
1992,0.99907774
1993,0.99911034
1994,0.99914241
1995,0.99917388
1996,0.99920475
1997,0.99923503
1998,0.99926478
1999,0.99929386
2000,0.99932241
2001,0.99935031
2002,0.99937767
2003,0.99940443
2004,0.99943060
2005,0.99945617
2006,0.99948120
2007,0.99950558
2008,0.99952942
2009,0.99955267
2010,0.99957532
2011,0.99959737
2012,0.99961883
2013,0.99963969
2014,0.99966002
2015,0.99967968
2016,0.99969882
2017,0.99971735
2018,0.99973530
2019,0.99975264
2020,0.99976939
2021,0.99978560
2022,0.99980116
2023,0.99981618
2024,0.99983060
2025,0.99984443
2026,0.99985766
2027,0.99987030
2028,0.99988234
2029,0.99989384
2030,0.99990469
2031,0.99991500
2032,0.99992472
2033,0.99993384
2034,0.99994236
2035,0.99995029
2036,0.99995762
2037,0.99996442
2038,0.99997061
2039,0.99997616
2040,0.99998116
2041,0.99998558
2042,0.99998939
2043,0.99999267
2044,0.99999529
2045,0.99999738
2046,0.99999881
2047,0.99999970
2048,1.00000000
2049,0.99999970
2050,0.99999881
2051,0.99999738
2052,0.99999529
2053,0.99999267
2054,0.99998939
2055,0.99998558
2056,0.99998116
2057,0.99997616
2058,0.99997061
2059,0.99996442
2060,0.99995762
2061,0.99995029
2062,0.99994236
2063,0.99993384
2064,0.99992472
2065,0.99991500
2066,0.99990469
2067,0.99989384
2068,0.99988234
2069,0.99987030
2070,0.99985766
2071,0.99984443
2072,0.99983060
2073,0.99981618
2074,0.99980116
2075,0.99978560
2076,0.99976939
2077,0.99975264
2078,0.99973530
2079,0.99971735
2080,0.99969882
2081,0.99967968
2082,0.99966002
2083,0.99963969
2084,0.99961883
2085,0.99959737
2086,0.99957532
2087,0.99955267
2088,0.99952942
2089,0.99950558
2090,0.99948120
2091,0.99945617
2092,0.99943060
2093,0.99940443
2094,0.99937767
2095,0.99935031
2096,0.99932235
2097,0.99929386
2098,0.99926472
2099,0.99923503
2100,0.99920475
2101,0.99917388
2102,0.99914241
2103,0.99911034
2104,0.99907774
2105,0.99904448
2106,0.99901068
2107,0.99897629
2108,0.99894130
2109,0.99890572
2110,0.99886954
2111,0.99883282
2112,0.99879545
2113,0.99875754
2114,0.99871904
2115,0.99867994
2116,0.99864024
2117,0.99859995
2118,0.99855906
2119,0.99851763
2120,0.99847561
2121,0.99843293
2122,0.99838972
2123,0.99834591
2124,0.99830157
2125,0.99825656
2126,0.99821103
2127,0.99816483
2128,0.99811810
2129,0.99807078
2130,0.99802285
2131,0.99797440
2132,0.99792528
2133,0.99787563
2134,0.99782532
2135,0.99777448
2136,0.99772304
2137,0.99767107
2138,0.99761844
2139,0.99756521
2140,0.99751145
2141,0.99745709
2142,0.99740213
2143,0.99734658
2144,0.99729043
2145,0.99723375
2146,0.99717641
2147,0.99711853
2148,0.99706006
2149,0.99700099
2150,0.99694133
2151,0.99688113
2152,0.99682027
2153,0.99675888
2154,0.99669689
2155,0.99663430
2156,0.99657112
2157,0.99650741
2158,0.99644303
2159,0.99637812
2160,0.99631262
2161,0.99624652
2162,0.99617982
2163,0.99611253
2164,0.99604470
2165,0.99597627
2166,0.99590725
2167,0.99583763
2168,0.99576741
2169,0.99569660
2170,0.99562526
2171,0.99555331
2172,0.99548078
2173,0.99540764
2174,0.99533391
2175,0.99525964
2176,0.99518472
2177,0.99510926
2178,0.99503320
2179,0.99495655
2180,0.99487931
2181,0.99480152
2182,0.99472314
2183,0.99464417
2184,0.99456459
2185,0.99448442
2186,0.99440366
2187,0.99432236
2188,0.99424046
2189,0.99415797
2190,0.99407488
2191,0.99399120
2192,0.99390697
2193,0.99382216
2194,0.99373674
2195,0.99365073
2196,0.99356413
2197,0.99347699
2198,0.99338919
2199,0.99330086
2200,0.99321193
2201,0.99312246
2202,0.99303234
2203,0.99294168
2204,0.99285042
2205,0.99275857
2206,0.99266613
2207,0.99257314
2208,0.99247950
2209,0.99238533
2210,0.99229062
2211,0.99219525
2212,0.99209929
2213,0.99200279
2214,0.99190569
2215,0.99180800
2216,0.99170977
2217,0.99161088
2218,0.99151146
2219,0.99141145
2220,0.99131089
2221,0.99120969
2222,0.99110794
2223,0.99100560
2224,0.99090266
2225,0.99079913
2226,0.99069506
2227,0.99059033
2228,0.99048507
2229,0.99037927
2230,0.99027282
2231,0.99016583
2232,0.99005824
2233,0.98995006
2234,0.98984128
2235,0.98973197
2236,0.98962200
2237,0.98951149
2238,0.98940045
2239,0.98928875
2240,0.98917651
2241,0.98906368
2242,0.98895025
2243,0.98883629
2244,0.98872167
2245,0.98860651
2246,0.98849082
2247,0.98837447
2248,0.98825759
2249,0.98814011
2250,0.98802203
2251,0.98790336
2252,0.98778415
2253,0.98766434
2254,0.98754394
2255,0.98742294
2256,0.98730141
2257,0.98717928
2258,0.98705655
2259,0.98693329
2260,0.98680937
2261,0.98668492
2262,0.98655993
2263,0.98643428
2264,0.98630810
2265,0.98618132
2266,0.98605394
2267,0.98592603
2268,0.98579752
2269,0.98566842
2270,0.98553872
2271,0.98540848
2272,0.98527765
2273,0.98514622
2274,0.98501420
2275,0.98488164
2276,0.98474848
2277,0.98461479
2278,0.98448044
2279,0.98434556
2280,0.98421007
2281,0.98407406
2282,0.98393744
2283,0.98380023
2284,0.98366243
2285,0.98352408
2286,0.98338515
2287,0.98324561
2288,0.98310548
2289,0.98296481
2290,0.98282355
2291,0.98268169
2292,0.98253930
2293,0.98239630
2294,0.98225272
2295,0.98210859
2296,0.98196387
2297,0.98181856
2298,0.98167270
2299,0.98152626
2300,0.98137921
2301,0.98123157
2302,0.98108339
2303,0.98093462
2304,0.98078525
2305,0.98063534
2306,0.98048484
2307,0.98033381
2308,0.98018211
2309,0.98002988
2310,0.97987711
2311,0.97972369
2312,0.97956973
2313,0.97941524
2314,0.97926015
2315,0.97910446
2316,0.97894818
2317,0.97879136
2318,0.97863394
2319,0.97847593
2320,0.97831738
2321,0.97815824
2322,0.97799850
2323,0.97783822
2324,0.97767735
2325,0.97751588
2326,0.97735387
2327,0.97719127
2328,0.97702813
2329,0.97686440
2330,0.97670013
2331,0.97653520
2332,0.97636974
2333,0.97620368
2334,0.97603709
2335,0.97586989
2336,0.97570217
2337,0.97553378
2338,0.97536492
2339,0.97519541
2340,0.97502536
2341,0.97485471
2342,0.97468352
2343,0.97451174
2344,0.97433937
2345,0.97416645
2346,0.97399294
2347,0.97381890
2348,0.97364426
2349,0.97346902
2350,0.97329324
2351,0.97311687
2352,0.97293997
2353,0.97276247
2354,0.97258437
2355,0.97240573
2356,0.97222650
2357,0.97204667
2358,0.97186631
2359,0.97168541
2360,0.97150391
2361,0.97132182
2362,0.97113913
2363,0.97095591
2364,0.97077215
2365,0.97058779
2366,0.97040284
2367,0.97021735
2368,0.97003126
2369,0.96984458
2370,0.96965736
2371,0.96946961
2372,0.96928126
2373,0.96909231
2374,0.96890277
2375,0.96871275
2376,0.96852207
2377,0.96833086
2378,0.96813911
2379,0.96794677
2380,0.96775383
2381,0.96756035
2382,0.96736628
2383,0.96717167
2384,0.96697646
2385,0.96678072
2386,0.96658438
2387,0.96638751
2388,0.96619004
2389,0.96599197
2390,0.96579337
2391,0.96559417
2392,0.96539444
2393,0.96519417
2394,0.96499324
2395,0.96479183
2396,0.96458977
2397,0.96438724
2398,0.96418405
2399,0.96398038
2400,0.96377605
2401,0.96357125
2402,0.96336579
2403,0.96315980
2404,0.96295327
2405,0.96274614
2406,0.96253848
2407,0.96233022
2408,0.96212143
2409,0.96191204
2410,0.96170205
2411,0.96149158
2412,0.96128047
2413,0.96106887
2414,0.96085662
2415,0.96064383
2416,0.96043050
2417,0.96021664
2418,0.96000212
2419,0.95978713
2420,0.95957148
2421,0.95935535
2422,0.95913863
2423,0.95892131
2424,0.95870346
2425,0.95848507
2426,0.95826608
2427,0.95804650
2428,0.95782638
2429,0.95760572
2430,0.95738447
2431,0.95716268
2432,0.95694029
2433,0.95671737
2434,0.95649391
2435,0.95626986
2436,0.95604521
2437,0.95582008
2438,0.95559430
2439,0.95536804
2440,0.95514119
2441,0.95491374
2442,0.95468575
2443,0.95445722
2444,0.95422810
2445,0.95399845
2446,0.95376819
2447,0.95353740
2448,0.95330608
2449,0.95307416
2450,0.95284164
2451,0.95260864
2452,0.95237499
2453,0.95214087
2454,0.95190614
2455,0.95167089
2456,0.95143503
2457,0.95119864
2458,0.95096165
2459,0.95072418
2460,0.95048606
2461,0.95024747
2462,0.95000827
2463,0.94976848
2464,0.94952816
2465,0.94928730
2466,0.94904590
2467,0.94880390
2468,0.94856137
2469,0.94831824
2470,0.94807458
2471,0.94783038
2472,0.94758558
2473,0.94734025
2474,0.94709438
2475,0.94684792
2476,0.94660091
2477,0.94635332
2478,0.94610524
2479,0.94585657
2480,0.94560730
2481,0.94535750
2482,0.94510716
2483,0.94485629
2484,0.94460481
2485,0.94435281
2486,0.94410026
2487,0.94384712
2488,0.94359344
2489,0.94333923
2490,0.94308442
2491,0.94282907
2492,0.94257319
2493,0.94231671
2494,0.94205976
2495,0.94180220
2496,0.94154406
2497,0.94128543
2498,0.94102621
2499,0.94076639
2500,0.94050610
2501,0.94024521
2502,0.93998379
2503,0.93972176
2504,0.93945926
2505,0.93919617
2506,0.93893248
2507,0.93866831
2508,0.93840355
2509,0.93813825
2510,0.93787241
2511,0.93760598
2512,0.93733901
2513,0.93707150
2514,0.93680346
2515,0.93653482
2516,0.93626565
2517,0.93599594
2518,0.93572569
2519,0.93545491
2520,0.93518353
2521,0.93491161
2522,0.93463916
2523,0.93436611
2524,0.93409252
2525,0.93381846
2526,0.93354374
2527,0.93326855
2528,0.93299282
2529,0.93271649
2530,0.93243963
2531,0.93216223
2532,0.93188423
2533,0.93160576
2534,0.93132669
2535,0.93104708
2536,0.93076694
2537,0.93048626
2538,0.93020499
2539,0.92992324
2540,0.92964089
2541,0.92935801
2542,0.92907459
2543,0.92879057
2544,0.92850608
2545,0.92822099
2546,0.92793536
2547,0.92764920
2548,0.92736250
2549,0.92707527
2550,0.92678750
2551,0.92649913
2552,0.92621028
2553,0.92592084
2554,0.92563087
2555,0.92534035
2556,0.92504925
2557,0.92475766
2558,0.92446548
2559,0.92417282
2560,0.92387956
2561,0.92358577
2562,0.92329144
2563,0.92299658
2564,0.92270112
2565,0.92240518
2566,0.92210865
2567,0.92181164
2568,0.92151403
2569,0.92121589
2570,0.92091727
2571,0.92061806
2572,0.92031831
2573,0.92001796
2574,0.91971713
2575,0.91941577
2576,0.91911387
2577,0.91881138
2578,0.91850841
2579,0.91820484
2580,0.91790080
2581,0.91759616
2582,0.91729099
2583,0.91698527
2584,0.91667902
2585,0.91637230
2586,0.91606498
2587,0.91575712
2588,0.91544873
2589,0.91513979
2590,0.91483033
2591,0.91452026
2592,0.91420972
2593,0.91389865
2594,0.91358703
2595,0.91327488
2596,0.91296220
2597,0.91264892
2598,0.91233516
2599,0.91202086
2600,0.91170603
2601,0.91139060
2602,0.91107470
2603,0.91075826
2604,0.91044134
2605,0.91012377
2606,0.90980572
2607,0.90948713
2608,0.90916800
2609,0.90884835
2610,0.90852815
2611,0.90820742
2612,0.90788615
2613,0.90756434
2614,0.90724200
2615,0.90691912
2616,0.90659571
2617,0.90627176
2618,0.90594733
2619,0.90562230
2620,0.90529674
2621,0.90497071
2622,0.90464407
2623,0.90431696
2624,0.90398932
2625,0.90366107
2626,0.90333235
2627,0.90300310
2628,0.90267330
2629,0.90234298
2630,0.90201217
2631,0.90168077
2632,0.90134883
2633,0.90101641
2634,0.90068340
2635,0.90034992
2636,0.90001589
2637,0.89968133
2638,0.89934623
2639,0.89901060
2640,0.89867443
2641,0.89833778
2642,0.89800060
2643,0.89766282
2644,0.89732456
2645,0.89698577
2646,0.89664644
2647,0.89630663
2648,0.89596623
2649,0.89562535
2650,0.89528388
2651,0.89494193
2652,0.89459944
2653,0.89425647
2654,0.89391291
2655,0.89356887
2656,0.89322430
2657,0.89287919
2658,0.89253354
2659,0.89218736
2660,0.89184070
2661,0.89149350
2662,0.89114571
2663,0.89079750
2664,0.89044869
2665,0.89009941
2666,0.88974953
2667,0.88939917
2668,0.88904834
2669,0.88869691
2670,0.88834500
2671,0.88799256
2672,0.88763958
2673,0.88728607
2674,0.88693208
2675,0.88657755
2676,0.88622248
2677,0.88586688
2678,0.88551080
2679,0.88515419
2680,0.88479704
2681,0.88443941
2682,0.88408118
2683,0.88372248
2684,0.88336331
2685,0.88300353
2686,0.88264340
2687,0.88228261
2688,0.88192129
2689,0.88155949
2690,0.88119715
2691,0.88083428
2692,0.88047093
2693,0.88010705
2694,0.87974262
2695,0.87937772
2696,0.87901229
2697,0.87864631
2698,0.87827986
2699,0.87791282
2700,0.87754536
2701,0.87717730
2702,0.87680876
2703,0.87643969
2704,0.87607014
2705,0.87570006
2706,0.87532943
2707,0.87495834
2708,0.87458670
2709,0.87421453
2710,0.87384188
2711,0.87346870
2712,0.87309504
2713,0.87272078
2714,0.87234610
2715,0.87197083
2716,0.87159508
2717,0.87121886
2718,0.87084210
2719,0.87046480
2720,0.87008703
2721,0.86970872
2722,0.86932987
2723,0.86895055
2724,0.86857074
2725,0.86819035
2726,0.86780953
2727,0.86742812
2728,0.86704624
2729,0.86666387
2730,0.86628097
2731,0.86589754
2732,0.86551362
2733,0.86512923
2734,0.86474425
2735,0.86435884
2736,0.86397284
2737,0.86358643
2738,0.86319941
2739,0.86281192
2740,0.86242396
2741,0.86203545
2742,0.86164647
2743,0.86125696
2744,0.86086696
2745,0.86047643
2746,0.86008537
2747,0.85969383
2748,0.85930181
2749,0.85890925
2750,0.85851622
2751,0.85812265
2752,0.85772860
2753,0.85733402
2754,0.85693896
2755,0.85654336
2756,0.85614729
2757,0.85575074
2758,0.85535365
2759,0.85495603
2760,0.85455799
2761,0.85415936
2762,0.85376030
2763,0.85336065
2764,0.85296059
2765,0.85255998
2766,0.85215884
2767,0.85175729
2768,0.85135514
2769,0.85095257
2770,0.85054946
2771,0.85014582
2772,0.84974176
2773,0.84933710
2774,0.84893203
2775,0.84852642
2776,0.84812033
2777,0.84771371
2778,0.84730661
2779,0.84689897
2780,0.84649092
2781,0.84608227
2782,0.84567320
2783,0.84526360
2784,0.84485352
2785,0.84444290
2786,0.84403187
2787,0.84362024
2788,0.84320819
2789,0.84279561
2790,0.84238255
2791,0.84196895
2792,0.84155494
2793,0.84114039
2794,0.84072530
2795,0.84030974
2796,0.83989388
2797,0.83947730
2798,0.83906031
2799,0.83864278
2800,0.83822477
2801,0.83780628
2802,0.83738726
2803,0.83696777
2804,0.83654779
2805,0.83612728
2806,0.83570635
2807,0.83528489
2808,0.83486295
2809,0.83444047
2810,0.83401757
2811,0.83359414
2812,0.83317024
2813,0.83274579
2814,0.83232093
2815,0.83189553
2816,0.83146966
2817,0.83104330
2818,0.83061641
2819,0.83018911
2820,0.82976127
2821,0.82933295
2822,0.82890415
2823,0.82847488
2824,0.82804507
2825,0.82761478
2826,0.82718408
2827,0.82675284
2828,0.82632107
2829,0.82588887
2830,0.82545620
2831,0.82502300
2832,0.82458931
2833,0.82415515
2834,0.82372051
2835,0.82328540
2836,0.82284981
2837,0.82241368
2838,0.82197714
2839,0.82154006
2840,0.82110250
2841,0.82066453
2842,0.82022601
2843,0.81978703
2844,0.81934750
2845,0.81890756
2846,0.81846714
2847,0.81802624
2848,0.81758481
2849,0.81714296
2850,0.81670058
2851,0.81625772
2852,0.81581444
2853,0.81537062
2854,0.81492633
2855,0.81448156
2856,0.81403631
2857,0.81359059
2858,0.81314439
2859,0.81269771
2860,0.81225055
2861,0.81180292
2862,0.81135482
2863,0.81090623
2864,0.81045717
2865,0.81000763
2866,0.80955762
2867,0.80910712
2868,0.80865616
2869,0.80820471
2870,0.80775279
2871,0.80730039
2872,0.80684751
2873,0.80639416
2874,0.80594033
2875,0.80548608
2876,0.80503130
2877,0.80457604
2878,0.80412036
2879,0.80366415
2880,0.80320752
2881,0.80275035
2882,0.80229276
2883,0.80183470
2884,0.80137610
2885,0.80091709
2886,0.80045760
2887,0.79999763
2888,0.79953724
2889,0.79907632
2890,0.79861492
2891,0.79815310
2892,0.79769081
2893,0.79722798
2894,0.79676473
2895,0.79630101
2896,0.79583687
2897,0.79537219
2898,0.79490703
2899,0.79444146
2900,0.79397541
2901,0.79350889
2902,0.79304188
2903,0.79257441
2904,0.79210651
2905,0.79163826
2906,0.79116940
2907,0.79070008
2908,0.79023027
2909,0.78976005
2910,0.78928930
2911,0.78881812
2912,0.78834647
2913,0.78787440
2914,0.78740180
2915,0.78692877
2916,0.78645527
2917,0.78598130
2918,0.78550690
2919,0.78503197
2920,0.78455663
2921,0.78408086
2922,0.78360456
2923,0.78312784
2924,0.78265065
2925,0.78217298
2926,0.78169489
2927,0.78121632
2928,0.78073728
2929,0.78025776
2930,0.77977782
2931,0.77929741
2932,0.77881652
2933,0.77833521
2934,0.77785343
2935,0.77737117
2936,0.77688849
2937,0.77640533
2938,0.77592170
2939,0.77543765
2940,0.77495313
2941,0.77446812
2942,0.77398270
2943,0.77349681
2944,0.77301049
2945,0.77252370
2946,0.77203643
2947,0.77154869
2948,0.77106053
2949,0.77057195
2950,0.77008283
2951,0.76959330
2952,0.76910335
2953,0.76861292
2954,0.76812202
2955,0.76763070
2956,0.76713890
2957,0.76664668
2958,0.76615399
2959,0.76566088
2960,0.76516724
2961,0.76467323
2962,0.76417875
2963,0.76368380
2964,0.76318842
2965,0.76269257
2966,0.76219630
2967,0.76169956
2968,0.76120239
2969,0.76070476
2970,0.76020664
2971,0.75970817
2972,0.75920916
2973,0.75870973
2974,0.75820988
2975,0.75770956
2976,0.75720882
2977,0.75670761
2978,0.75620598
2979,0.75570387
2980,0.75520134
2981,0.75469840
2982,0.75419492
2983,0.75369108
2984,0.75318676
2985,0.75268203
2986,0.75217682
2987,0.75167120
2988,0.75116509
2989,0.75065857
2990,0.75015157
2991,0.74964422
2992,0.74913633
2993,0.74862808
2994,0.74811935
2995,0.74761015
2996,0.74710053
2997,0.74659050
2998,0.74608004
2999,0.74556911
3000,0.74505770
3001,0.74454594
3002,0.74403369
3003,0.74352098
3004,0.74300790
3005,0.74249434
3006,0.74198037
3007,0.74146593
3008,0.74095106
3009,0.74043578
3010,0.73992002
3011,0.73940384
3012,0.73888725
3013,0.73837018
3014,0.73785275
3015,0.73733497
3016,0.73681664
3017,0.73629785
3018,0.73577869
3019,0.73525900
3020,0.73473895
3021,0.73421842
3022,0.73369753
3023,0.73317611
3024,0.73265433
3025,0.73213214
3026,0.73160946
3027,0.73108637
3028,0.73056281
3029,0.73003888
3030,0.72951448
3031,0.72898966
3032,0.72846442
3033,0.72793877
3034,0.72741270
3035,0.72688615
3036,0.72635919
3037,0.72583181
3038,0.72530401
3039,0.72477579
3040,0.72424710
3041,0.72371805
3042,0.72318852
3043,0.72265857
3044,0.72212821
3045,0.72159743
3046,0.72106624
3047,0.72053462
3048,0.72000253
3049,0.71947008
3050,0.71893716
3051,0.71840382
3052,0.71787006
3053,0.71733588
3054,0.71680129
3055,0.71626627
3056,0.71573085
3057,0.71519500
3058,0.71465868
3059,0.71412200
3060,0.71358490
3061,0.71304733
3062,0.71250939
3063,0.71197098
3064,0.71143222
3065,0.71089298
3066,0.71035337
3067,0.70981330
3068,0.70927280
3069,0.70873195
3070,0.70819062
3071,0.70764893
3072,0.70710677
3073,0.70656425
3074,0.70602125
3075,0.70547789
3076,0.70493406
3077,0.70438987
3078,0.70384520
3079,0.70330018
3080,0.70275474
3081,0.70220888
3082,0.70166260
3083,0.70111591
3084,0.70056880
3085,0.70002127
3086,0.69947332
3087,0.69892496
3088,0.69837624
3089,0.69782704
3090,0.69727749
3091,0.69672751
3092,0.69617712
3093,0.69562632
3094,0.69507509
3095,0.69452345
3096,0.69397140
3097,0.69341898
3098,0.69286615
3099,0.69231290
3100,0.69175923
3101,0.69120514
3102,0.69065064
3103,0.69009578
3104,0.68954051
3105,0.68898481
3106,0.68842870
3107,0.68787217
3108,0.68731529
3109,0.68675798
3110,0.68620026
3111,0.68564212
3112,0.68508363
3113,0.68452466
3114,0.68396533
3115,0.68340564
3116,0.68284547
3117,0.68228495
3118,0.68172401
3119,0.68116266
3120,0.68060094
3121,0.68003875
3122,0.67947626
3123,0.67891330
3124,0.67834997
3125,0.67778641
3126,0.67722225
3127,0.67665774
3128,0.67609280
3129,0.67552745
3130,0.67496175
3131,0.67439562
3132,0.67382908
3133,0.67326218
3134,0.67269486
3135,0.67212713
3136,0.67155904
3137,0.67099053
3138,0.67042160
3139,0.66985232
3140,0.66928267
3141,0.66871256
3142,0.66814208
3143,0.66757125
3144,0.66700000
3145,0.66642833
3146,0.66585630
3147,0.66528386
3148,0.66471106
3149,0.66413784
3150,0.66356421
3151,0.66299021
3152,0.66241580
3153,0.66184103
3154,0.66126585
3155,0.66069031
3156,0.66011441
3157,0.65953803
3158,0.65896136
3159,0.65838420
3160,0.65780675
3161,0.65722883
3162,0.65665060
3163,0.65607190
3164,0.65549290
3165,0.65491343
3166,0.65433365
3167,0.65375346
3168,0.65317285
3169,0.65259188
3170,0.65201056
3171,0.65142882
3172,0.65084672
3173,0.65026420
3174,0.64968133
3175,0.64909804
3176,0.64851439
3177,0.64793038
3178,0.64734596
3179,0.64676118
3180,0.64617604
3181,0.64559048
3182,0.64500451
3183,0.64441824
3184,0.64383155
3185,0.64324445
3186,0.64265704
3187,0.64206922
3188,0.64148098
3189,0.64089245
3190,0.64030349
3191,0.63971412
3192,0.63912445
3193,0.63853437
3194,0.63794386
3195,0.63735306
3196,0.63676184
3197,0.63617027
3198,0.63557827
3199,0.63498598
3200,0.63439327
3201,0.63380015
3202,0.63320673
3203,0.63261288
3204,0.63201869
3205,0.63142413
3206,0.63082916
3207,0.63023388
3208,0.62963820
3209,0.62904215
3210,0.62844568
3211,0.62784892
3212,0.62725174
3213,0.62665421
3214,0.62605631
3215,0.62545806
3216,0.62485945
3217,0.62426043
