index,cos_value
1587,0.34626096
1588,0.34554133
1589,0.34482148
1590,0.34410143
1591,0.34338117
1592,0.34266073
1593,0.34194005
1594,0.34121919
1595,0.34049812
1596,0.33977687
1597,0.33905542
1598,0.33833376
1599,0.33761188
1600,0.33688983
1601,0.33616757
1602,0.33544514
1603,0.33472246
1604,0.33399963
1605,0.33327657
1606,0.33255333
1607,0.33182991
1608,0.33110628
1609,0.33038244
1610,0.32965842
1611,0.32893419
1612,0.32820979
1613,0.32748520
1614,0.32676041
1615,0.32603541
1616,0.32531023
1617,0.32458499
1618,0.32385942
1619,0.32313368
1620,0.32240772
1621,0.32168159
1622,0.32095528
1623,0.32022876
1624,0.31950209
1625,0.31877518
1626,0.31804812
1627,0.31732085
1628,0.31659341
1629,0.31586578
1630,0.31513795
1631,0.31440994
1632,0.31368175
1633,0.31295338
1634,0.31222484
1635,0.31149611
1636,0.31076717
1637,0.31003806
1638,0.30930877
1639,0.30857930
1640,0.30784965
1641,0.30711982
1642,0.30638981
1643,0.30565959
1644,0.30492923
1645,0.30419868
1646,0.30346793
1647,0.30273703
1648,0.30200595
1649,0.30127469
1650,0.30054322
1651,0.29981160
1652,0.29907981
1653,0.29834783
1654,0.29761568
1655,0.29688337
1656,0.29615086
1657,0.29541820
1658,0.29468533
1659,0.29395232
