index,cos_value
1660,0.29321912
1661,0.29248577
1662,0.29175222
1663,0.29101852
1664,0.29028463
1665,0.28955057
1666,0.28881636
1667,0.28808197
1668,0.28734741
1669,0.28661269
1670,0.28587779
1671,0.28514272
1672,0.28440759
1673,0.28367218
1674,0.28293663
1675,0.28220087
1676,0.28146499
1677,0.28072891
1678,0.27999270
1679,0.27925628
1680,0.27851972
1681,0.27778301
1682,0.27704611
1683,0.27630907
1684,0.27557185
1685,0.27483448
1686,0.27409694
1687,0.27335924
1688,0.27262139
1689,0.27188337
1690,0.27114516
1691,0.27040684
1692,0.26966834
1693,0.26892969
1694,0.26819086
1695,0.26745188
1696,0.26671275
1697,0.26597348
1698,0.26523402
1699,0.26449442
1700,0.26375467
1701,0.26301476
1702,0.26227471
1703,0.26153448
1704,0.26079410
1705,0.26005358
1706,0.25931290
1707,0.25857207
1708,0.25783110
1709,0.25708994
1710,0.25634867
1711,0.25560722
1712,0.25486565
1713,0.25412390
1714,0.25338200
1715,0.25263998
1716,0.25189778
1717,0.25115544
1718,0.25041297
1719,0.24967034
1720,0.24892756
1721,0.24818464
1722,0.24744157
1723,0.24669835
1724,0.24595499
1725,0.24521150
1726,0.24446784
1727,0.24372417
1728,0.24298024
1729,0.24223615
1730,0.24149193
1731,0.24074757
1732,0.24000306
1733,0.23925842
1734,0.23851363
1735,0.23776871
1736,0.23702364
1737,0.23627844
1738,0.23553309
1739,0.23478761
1740,0.23404199
1741,0.23329623
1742,0.23255034
1743,0.23180430
1744,0.23105814
1745,0.23031183
1746,0.22956538
1747,0.22881880
1748,0.22807209
1749,0.22732525
1750,0.22657827
1751,0.22583117
1752,0.22508392
1753,0.22433653
1754,0.22358903
1755,0.22284138
1756,0.22209361
1757,0.22134571
1758,0.22059768
1759,0.21984951
1760,0.21910122
1761,0.21835281
1762,0.21760426
1763,0.21685559
1764,0.21610677
1765,0.21535784
1766,0.21460879
1767,0.21385960
1768,0.21311028
1769,0.21236086
1770,0.21161129
1771,0.21086161
1772,0.21011180
1773,0.20936187
1774,0.20861182
1775,0.20786163
1776,0.20711133
1777,0.20636091
1778,0.20561036
1779,0.20485969
1780,0.20410891
1781,0.20335801
1782,0.20260710
1783,0.20185596
1784,0.20110469
1785,0.20035331
1786,0.19960180
1787,0.19885018
1788,0.19809845
1789,0.19734660
1790,0.19659464
1791,0.19584255
1792,0.19509035
1793,0.19433804
1794,0.19358562
1795,0.19283308
1796,0.19208042
1797,0.19132766
1798,0.19057478
1799,0.18982178
1800,0.18906869
1801,0.18831547
1802,0.18756214
1803,0.18680871
1804,0.18605517
1805,0.18530151
1806,0.18454774
1807,0.18379387
1808,0.18303989
1809,0.18228580
1810,0.18153161
1811,0.18077730
1812,0.18002290
1813,0.17926838
1814,0.17851377
1815,0.17775904
1816,0.17700420
1817,0.17624927
1818,0.17549424
1819,0.17473909
1820,0.17398384
1821,0.17322850
1822,0.17247306
1823,0.17171751
1824,0.17096186
1825,0.17020610
1826,0.16945025
1827,0.16869430
1828,0.16793825
1829,0.16718210
1830,0.16642585
1831,0.16566952
1832,0.16491307
1833,0.16415653
1834,0.16339989
1835,0.16264316
1836,0.16188633
1837,0.16112953
1838,0.16037251
1839,0.15961540
1840,0.15885819
1841,0.15810089
1842,0.15734351
1843,0.15658602
1844,0.15582845
1845,0.15507077
1846,0.15431301
1847,0.15355515
1848,0.15279722
1849,0.15203919
1850,0.15128107
1851,0.15052286
1852,0.14976455
1853,0.14900617
1854,0.14824770
1855,0.14748915
1856,0.14673050
1857,0.14597176
1858,0.14521293
1859,0.14445403
1860,0.14369504
1861,0.14293596
1862,0.14217681
1863,0.14141756
1864,0.14065824
1865,0.13989884
1866,0.13913934
1867,0.13837977
1868,0.13762011
1869,0.13686037
1870,0.13610056
1871,0.13534066
1872,0.13458069
1873,0.13382064
1874,0.13306050
1875,0.13230029
1876,0.13154000
1877,0.13077964
1878,0.13001919
1879,0.12925868
1880,0.12849808
1881,0.12773740
1882,0.12697665
1883,0.12621583
1884,0.12545493
1885,0.12469397
1886,0.12393293
1887,0.12317181
1888,0.12241063
1889,0.12164936
1890,0.12088803
1891,0.12012675
1892,0.11936527
1893,0.11860373
1894,0.11784212
1895,0.11708043
1896,0.11631868
1897,0.11555686
1898,0.11479497
1899,0.11403301
1900,0.11327099
1901,0.11250890
1902,0.11174674
1903,0.11098453
1904,0.11022224
1905,0.10945988
1906,0.10869747
1907,0.10793499
1908,0.10717244
1909,0.10640984
1910,0.10564717
1911,0.10488444
1912,0.10412165
1913,0.10335879
1914,0.10259588
1915,0.10183290
1916,0.10106987
1917,0.10030677
1918,0.09954362
1919,0.09878041
1920,0.09801713
1921,0.09725381
1922,0.09649042
1923,0.09572698
1924,0.09496348
1925,0.09419993
1926,0.09343632
1927,0.09267265
1928,0.09190894
1929,0.09114517
1930,0.09038134
1931,0.08961745
1932,0.08885352
1933,0.08808954
1934,0.08732550
1935,0.08656141
1936,0.08579727
1937,0.08503308
1938,0.08426885
1939,0.08350456
1940,0.08274022
1941,0.08197583
1942,0.08121140
1943,0.08044691
1944,0.07968238
1945,0.07891780
1946,0.07815330
1947,0.07738863
1948,0.07662392
1949,0.07585916
1950,0.07509435
1951,0.07432950
1952,0.07356461
1953,0.07279968
1954,0.07203469
1955,0.07126968
1956,0.07050461
1957,0.06973951
1958,0.06897436
1959,0.06820917
1960,0.06744394
1961,0.06667868
1962,0.06591338
1963,0.06514803
1964,0.06438265
1965,0.06361723
1966,0.06285177
1967,0.06208628
1968,0.06132075
1969,0.06055518
1970,0.05978958
1971,0.05902394
1972,0.05825827
1973,0.05749256
1974,0.05672682
1975,0.05596105
1976,0.05519524
1977,0.05442940
1978,0.05366353
1979,0.05289762
1980,0.05213169
1981,0.05136573
1982,0.05059973
1983,0.04983370
1984,0.04906765
1985,0.04830157
1986,0.04753546
1987,0.04676932
1988,0.04600315
1989,0.04523696
1990,0.04447073
1991,0.04370449
1992,0.04293822
1993,0.04217192
1994,0.04140560
1995,0.04063925
1996,0.03987288
1997,0.03910648
1998,0.03834007
1999,0.03757363
2000,0.03680716
2001,0.03604080
2002,0.03527430
2003,0.03450777
2004,0.03374122
2005,0.03297466
2006,0.03220807
2007,0.03144147
2008,0.03067485
2009,0.02990821
2010,0.02914155
2011,0.02837487
2012,0.02760818
2013,0.02684147
2014,0.02607475
2015,0.02530801
2016,0.02454126
2017,0.02377449
2018,0.02300770
2019,0.02224091
2020,0.02147410
2021,0.02070728
2022,0.01994044
2023,0.01917360
2024,0.01840674
2025,0.01763987
2026,0.01687299
2027,0.01610610
2028,0.01533921
2029,0.01457230
2030,0.01380538
2031,0.01303846
2032,0.01227153
2033,0.01150459
2034,0.01073765
2035,0.00997069
2036,0.00920374
2037,0.00843677
2038,0.00766981
2039,0.00690283
2040,0.00613586
2041,0.00536888
2042,0.00460190
2043,0.00383491
2044,0.00306792
2045,0.00230093
2046,0.00153394
2047,0.00076695
2048,-0.00000004
2049,-0.00076704
2050,-0.00153403
2051,-0.00230102
2052,-0.00306801
2053,-0.00383500
2054,-0.00460198
2055,-0.00536897
2056,-0.00613583
2057,-0.00690280
2058,-0.00766977
2059,-0.00843674
2060,-0.00920371
2061,-0.00997066
2062,-0.01073761
2063,-0.01150456
2064,-0.01227150
2065,-0.01303843
2066,-0.01380535
2067,-0.01457227
2068,-0.01533917
2069,-0.01610607
2070,-0.01687296
2071,-0.01763984
2072,-0.01840671
2073,-0.01917356
2074,-0.01994041
2075,-0.02070724
2076,-0.02147407
2077,-0.02224088
2078,-0.02300767
2079,-0.02377445
2080,-0.02454122
2081,-0.02530798
2082,-0.02607472
2083,-0.02684144
2084,-0.02760815
2085,-0.02837484
2086,-0.02914152
2087,-0.02990817
2088,-0.03067482
2089,-0.03144144
2090,-0.03220804
2091,-0.03297463
2092,-0.03374119
2093,-0.03450774
2094,-0.03527426
2095,-0.03604077
2096,-0.03680725
2097,-0.03757371
2098,-0.03834016
2099,-0.03910657
2100,-0.03987297
2101,-0.04063934
2102,-0.04140568
2103,-0.04217201
2104,-0.04293830
2105,-0.04370458
2106,-0.04447082
2107,-0.04523704
2108,-0.04600324
2109,-0.04676940
2110,-0.04753554
2111,-0.04830154
2112,-0.04906762
2113,-0.04983367
2114,-0.05059970
2115,-0.05136569
2116,-0.05213166
2117,-0.05289759
2118,-0.05366350
2119,-0.05442937
2120,-0.05519520
2121,-0.05596101
2122,-0.05672679
2123,-0.05749253
2124,-0.05825824
2125,-0.05902391
2126,-0.05978955
2127,-0.06055515
2128,-0.06132071
2129,-0.06208625
2130,-0.06285174
2131,-0.06361720
2132,-0.06438262
2133,-0.06514800
2134,-0.06591334
2135,-0.06667865
2136,-0.06744391
2137,-0.06820914
2138,-0.06897433
2139,-0.06973948
2140,-0.07050458
2141,-0.07126964
2142,-0.07203466
2143,-0.07279965
2144,-0.07356457
2145,-0.07432947
2146,-0.07509432
2147,-0.07585912
2148,-0.07662389
2149,-0.07738860
2150,-0.07815327
2151,-0.07891789
2152,-0.07968247
2153,-0.08044700
2154,-0.08121148
2155,-0.08197591
2156,-0.08274031
2157,-0.08350464
2158,-0.08426894
2159,-0.08503317
2160,-0.08579736
2161,-0.08656150
2162,-0.08732559
2163,-0.08808962
2164,-0.08885361
2165,-0.08961742
2166,-0.09038130
2167,-0.09114513
2168,-0.09190890
2169,-0.09267262
2170,-0.09343629
2171,-0.09419990
2172,-0.09496345
2173,-0.09572695
2174,-0.09649039
2175,-0.09725378
2176,-0.09801710
2177,-0.09878038
2178,-0.09954359
2179,-0.10030674
2180,-0.10106984
2181,-0.10183287
2182,-0.10259584
2183,-0.10335876
2184,-0.10412162
2185,-0.10488441
2186,-0.10564714
2187,-0.10640981
2188,-0.10717241
2189,-0.10793496
2190,-0.10869744
2191,-0.10945985
2192,-0.11022221
2193,-0.11098450
2194,-0.11174671
2195,-0.11250887
2196,-0.11327096
2197,-0.11403298
2198,-0.11479494
2199,-0.11555683
2200,-0.11631865
2201,-0.11708040
2202,-0.11784209
2203,-0.11860370
2204,-0.11936524
2205,-0.12012672
2206,-0.12088811
2207,-0.12164945
2208,-0.12241071
2209,-0.12317190
2210,-0.12393301
2211,-0.12469406
2212,-0.12545502
2213,-0.12621592
2214,-0.12697674
2215,-0.12773749
2216,-0.12849817
2217,-0.12925875
2218,-0.13001928
2219,-0.13077973
2220,-0.13153997
2221,-0.13230026
2222,-0.13306047
2223,-0.13382061
2224,-0.13458066
2225,-0.13534063
2226,-0.13610053
2227,-0.13686034
2228,-0.13762008
2229,-0.13837974
2230,-0.13913931
2231,-0.13989879
2232,-0.14065820
2233,-0.14141753
2234,-0.14217678
2235,-0.14293593
2236,-0.14369501
2237,-0.14445400
2238,-0.14521290
2239,-0.14597173
2240,-0.14673045
2241,-0.14748910
2242,-0.14824767
2243,-0.14900614
2244,-0.14976452
2245,-0.15052283
2246,-0.15128103
2247,-0.15203916
2248,-0.15279719
2249,-0.15355512
2250,-0.15431298
2251,-0.15507074
2252,-0.15582840
2253,-0.15658599
2254,-0.15734348
2255,-0.15810086
2256,-0.15885817
2257,-0.15961537
2258,-0.16037248
2259,-0.16112950
2260,-0.16188642
2261,-0.16264325
2262,-0.16339998
2263,-0.16415662
2264,-0.16491316
2265,-0.16566961
2266,-0.16642594
2267,-0.16718219
2268,-0.16793834
2269,-0.16869439
2270,-0.16945034
2271,-0.17020619
2272,-0.17096195
2273,-0.17171760
2274,-0.17247315
2275,-0.17322847
2276,-0.17398381
2277,-0.17473906
2278,-0.17549421
2279,-0.17624924
2280,-0.17700417
2281,-0.17775901
2282,-0.17851374
2283,-0.17926835
2284,-0.18002287
2285,-0.18077727
2286,-0.18153158
2287,-0.18228577
2288,-0.18303986
2289,-0.18379384
2290,-0.18454771
2291,-0.18530148
2292,-0.18605512
2293,-0.18680868
2294,-0.18756211
2295,-0.18831544
2296,-0.18906865
2297,-0.18982175
2298,-0.19057475
2299,-0.19132763
2300,-0.19208039
2301,-0.19283305
2302,-0.19358559
2303,-0.19433801
2304,-0.19509032
2305,-0.19584252
2306,-0.19659461
2307,-0.19734657
2308,-0.19809842
2309,-0.19885015
2310,-0.19960177
2311,-0.20035328
2312,-0.20110466
2313,-0.20185591
2314,-0.20260707
2315,-0.20335808
2316,-0.20410900
2317,-0.20485978
2318,-0.20561045
2319,-0.20636100
2320,-0.20711142
2321,-0.20786172
2322,-0.20861189
2323,-0.20936196
2324,-0.21011189
2325,-0.21086170
2326,-0.21161138
2327,-0.21236093
2328,-0.21311037
2329,-0.21385969
2330,-0.21460876
2331,-0.21535781
2332,-0.21610674
2333,-0.21685556
2334,-0.21760422
2335,-0.21835278
2336,-0.21910119
2337,-0.21984948
2338,-0.22059765
2339,-0.22134568
2340,-0.22209358
2341,-0.22284135
2342,-0.22358900
2343,-0.22433650
2344,-0.22508389
2345,-0.22583114
2346,-0.22657824
2347,-0.22732522
2348,-0.22807206
2349,-0.22881877
2350,-0.22956535
2351,-0.23031180
2352,-0.23105809
2353,-0.23180427
2354,-0.23255031
2355,-0.23329620
2356,-0.23404196
2357,-0.23478758
2358,-0.23553306
2359,-0.23627840
2360,-0.23702361
2361,-0.23776868
2362,-0.23851360
2363,-0.23925839
2364,-0.24000303
2365,-0.24074754
2366,-0.24149190
2367,-0.24223612
2368,-0.24298020
2369,-0.24372414
2370,-0.24446793
2371,-0.24521157
2372,-0.24595508
2373,-0.24669844
2374,-0.24744165
2375,-0.24818473
2376,-0.24892765
2377,-0.24967042
2378,-0.25041306
2379,-0.25115553
2380,-0.25189787
2381,-0.25264004
2382,-0.25338209
2383,-0.25412399
2384,-0.25486571
2385,-0.25560719
2386,-0.25634864
2387,-0.25708991
2388,-0.25783107
2389,-0.25857204
2390,-0.25931287
2391,-0.26005355
2392,-0.26079407
2393,-0.26153445
2394,-0.26227468
2395,-0.26301473
2396,-0.26375464
2397,-0.26449439
2398,-0.26523399
2399,-0.26597345
2400,-0.26671273
2401,-0.26745185
2402,-0.26819083
2403,-0.26892966
2404,-0.26966831
2405,-0.27040681
2406,-0.27114514
2407,-0.27188334
2408,-0.27262133
2409,-0.27335921
2410,-0.27409691
2411,-0.27483445
2412,-0.27557182
2413,-0.27630904
2414,-0.27704608
2415,-0.27778298
2416,-0.27851969
2417,-0.27925625
2418,-0.27999267
2419,-0.28072888
2420,-0.28146496
2421,-0.28220084
2422,-0.28293660
2423,-0.28367215
2424,-0.28440756
2425,-0.28514281
2426,-0.28587785
2427,-0.28661275
2428,-0.28734750
2429,-0.28808206
2430,-0.28881645
2431,-0.28955066
2432,-0.29028472
2433,-0.29101861
2434,-0.29175231
2435,-0.29248583
2436,-0.29321921
2437,-0.29395241
2438,-0.29468542
2439,-0.29541817
2440,-0.29615083
2441,-0.29688334
2442,-0.29761565
2443,-0.29834780
2444,-0.29907978
2445,-0.29981157
2446,-0.30054319
2447,-0.30127466
2448,-0.30200592
2449,-0.30273700
2450,-0.30346790
2451,-0.30419865
2452,-0.30492920
2453,-0.30565956
2454,-0.30638978
2455,-0.30711979
2456,-0.30784962
2457,-0.30857927
2458,-0.30930874
2459,-0.31003803
2460,-0.31076714
2461,-0.31149605
2462,-0.31222481
2463,-0.31295335
2464,-0.31368172
2465,-0.31440991
2466,-0.31513792
2467,-0.31586576
2468,-0.31659338
2469,-0.31732082
2470,-0.31804809
2471,-0.31877515
2472,-0.31950206
2473,-0.32022873
2474,-0.32095525
2475,-0.32168156
2476,-0.32240769
2477,-0.32313365
2478,-0.32385939
2479,-0.32458496
2480,-0.32531032
2481,-0.32603550
2482,-0.32676047
2483,-0.32748529
2484,-0.32820988
2485,-0.32893428
2486,-0.32965851
2487,-0.33038253
2488,-0.33110636
2489,-0.33182999
2490,-0.33255342
2491,-0.33327666
2492,-0.33399969
2493,-0.33472255
2494,-0.33544511
2495,-0.33616754
2496,-0.33688980
2497,-0.33761185
2498,-0.33833373
2499,-0.33905539
2500,-0.33977684
2501,-0.34049809
2502,-0.34121916
2503,-0.34194002
2504,-0.34266070
2505,-0.34338114
2506,-0.34410140
2507,-0.34482145
2508,-0.34554130
2509,-0.34626094
2510,-0.34698039
2511,-0.34769961
2512,-0.34841865
2513,-0.34913749
2514,-0.34985611
2515,-0.35057452
2516,-0.35129276
2517,-0.35201076
2518,-0.35272855
2519,-0.35344613
2520,-0.35416353
2521,-0.35488069
2522,-0.35559767
2523,-0.35631442
2524,-0.35703096
2525,-0.35774732
2526,-0.35846344
2527,-0.35917935
2528,-0.35989505
2529,-0.36061054
2530,-0.36132583
2531,-0.36204088
2532,-0.36275575
2533,-0.36347038
2534,-0.36418483
2535,-0.36489904
2536,-0.36561301
2537,-0.36632681
2538,-0.36704037
2539,-0.36775374
2540,-0.36846685
2541,-0.36917979
2542,-0.36989248
2543,-0.37060496
2544,-0.37131724
2545,-0.37202927
2546,-0.37274110
2547,-0.37345272
2548,-0.37416410
2549,-0.37487519
2550,-0.37558612
2551,-0.37629685
2552,-0.37700737
2553,-0.37771764
2554,-0.37842771
2555,-0.37913755
2556,-0.37984717
2557,-0.38055655
2558,-0.38126573
2559,-0.38197467
2560,-0.38268340
2561,-0.38339189
2562,-0.38410017
2563,-0.38480821
2564,-0.38551602
2565,-0.38622361
2566,-0.38693097
2567,-0.38763812
2568,-0.38834503
2569,-0.38905171
2570,-0.38975817
2571,-0.39046440
2572,-0.39117038
2573,-0.39187613
2574,-0.39258167
2575,-0.39328697
2576,-0.39399204
2577,-0.39469689
2578,-0.39540148
2579,-0.39610586
2580,-0.39681000
2581,-0.39751390
2582,-0.39821759
2583,-0.39892101
2584,-0.39962423
2585,-0.40032718
2586,-0.40102991
2587,-0.40173241
2588,-0.40243468
2589,-0.40313670
2590,-0.40383849
2591,-0.40454003
2592,-0.40524134
2593,-0.40594241
2594,-0.40664324
2595,-0.40734383
2596,-0.40804419
2597,-0.40874431
2598,-0.40944418
2599,-0.41014382
2600,-0.41084322
2601,-0.41154236
2602,-0.41224128
2603,-0.41293994
2604,-0.41363826
2605,-0.41433644
2606,-0.41503438
2607,-0.41573206
2608,-0.41642952
2609,-0.41712672
2610,-0.41782367
2611,-0.41852039
2612,-0.41921684
2613,-0.41991308
2614,-0.42060903
2615,-0.42130476
2616,-0.42200023
2617,-0.42269546
2618,-0.42339045
2619,-0.42408517
2620,-0.42477965
2621,-0.42547390
2622,-0.42616788
2623,-0.42686161
2624,-0.42755508
2625,-0.42824832
2626,-0.42894128
2627,-0.42963400
2628,-0.43032646
2629,-0.43101868
2630,-0.43171066
2631,-0.43240237
2632,-0.43309382
2633,-0.43378502
2634,-0.43447596
2635,-0.43516666
2636,-0.43585709
2637,-0.43654728
2638,-0.43723717
2639,-0.43792686
2640,-0.43861625
2641,-0.43930539
2642,-0.43999431
2643,-0.44068292
2644,-0.44137129
2645,-0.44205940
2646,-0.44274727
2647,-0.44343483
2648,-0.44412217
2649,-0.44480926
2650,-0.44549605
2651,-0.44618261
2652,-0.44686887
2653,-0.44755489
2654,-0.44824067
2655,-0.44892615
2656,-0.44961137
2657,-0.45029634
2658,-0.45098105
2659,-0.45166546
2660,-0.45234963
2661,-0.45303354
2662,-0.45371717
2663,-0.45440054
2664,-0.45508364
2665,-0.45576650
2666,-0.45644906
2667,-0.45713136
2668,-0.45781338
2669,-0.45849514
2670,-0.45917663
2671,-0.45985785
2672,-0.46053880
2673,-0.46121946
2674,-0.46189988
2675,-0.46258000
2676,-0.46325988
2677,-0.46393946
2678,-0.46461877
2679,-0.46529782
2680,-0.46597660
2681,-0.46665508
2682,-0.46733332
2683,-0.46801126
2684,-0.46868894
2685,-0.46936631
2686,-0.47004324
2687,-0.47072008
2688,-0.47139663
2689,-0.47207293
2690,-0.47274894
2691,-0.47342467
2692,-0.47410011
2693,-0.47477528
2694,-0.47545019
2695,-0.47612482
2696,-0.47679913
2697,-0.47747320
2698,-0.47814697
2699,-0.47882047
2700,-0.47949368
2701,-0.48016661
2702,-0.48083925
2703,-0.48151162
2704,-0.48218369
2705,-0.48285550
2706,-0.48352700
2707,-0.48419824
2708,-0.48486918
2709,-0.48553985
2710,-0.48621023
2711,-0.48688030
2712,-0.48755011
2713,-0.48821962
2714,-0.48888886
2715,-0.48955777
2716,-0.49022645
2717,-0.49089479
2718,-0.49156287
2719,-0.49223065
2720,-0.49289817
2721,-0.49356535
2722,-0.49423227
2723,-0.49489889
2724,-0.49556524
2725,-0.49623126
2726,-0.49689701
2727,-0.49756247
2728,-0.49822766
2729,-0.49889252
2730,-0.49955711
2731,-0.50022137
2732,-0.50088537
2733,-0.50154907
2734,-0.50221246
2735,-0.50287557
2736,-0.50353837
2737,-0.50420088
2738,-0.50486308
2739,-0.50552505
2740,-0.50618666
2741,-0.50684798
2742,-0.50750899
2743,-0.50816971
2744,-0.50883013
2745,-0.50949025
2746,-0.51015013
2747,-0.51080966
2748,-0.51146889
2749,-0.51212782
2750,-0.51278645
2751,-0.51344472
2752,-0.51410276
2753,-0.51476049
2754,-0.51541787
2755,-0.51607502
2756,-0.51673180
2757,-0.51738834
2758,-0.51804453
2759,-0.51870042
2760,-0.51935601
2761,-0.52001131
2762,-0.52066630
2763,-0.52132094
2764,-0.52197534
2765,-0.52262938
2766,-0.52328312
2767,-0.52393657
2768,-0.52458972
2769,-0.52524257
2770,-0.52589506
2771,-0.52654731
2772,-0.52719921
2773,-0.52785081
2774,-0.52850205
2775,-0.52915305
2776,-0.52980369
2777,-0.53045404
2778,-0.53110409
2779,-0.53175378
2780,-0.53240317
2781,-0.53305233
2782,-0.53370106
2783,-0.53434956
2784,-0.53499770
2785,-0.53564554
2786,-0.53629309
2787,-0.53694028
2788,-0.53758717
2789,-0.53823376
2790,-0.53887999
2791,-0.53952593
2792,-0.54017156
2793,-0.54081690
2794,-0.54146188
2795,-0.54210651
2796,-0.54275066
2797,-0.54339474
2798,-0.54403841
2799,-0.54468185
2800,-0.54532492
2801,-0.54596764
2802,-0.54661006
2803,-0.54725218
2804,-0.54789400
2805,-0.54853547
2806,-0.54917657
2807,-0.54981738
2808,-0.55045789
2809,-0.55109805
2810,-0.55173790
2811,-0.55237746
2812,-0.55301666
2813,-0.55365551
2814,-0.55429405
2815,-0.55493230
2816,-0.55557019
2817,-0.55620772
2818,-0.55684495
2819,-0.55748188
2820,-0.55811846
2821,-0.55875474
2822,-0.55939066
2823,-0.56002629
2824,-0.56066155
2825,-0.56129646
2826,-0.56193107
2827,-0.56256539
2828,-0.56319928
2829,-0.56383294
2830,-0.56446618
2831,-0.56509918
2832,-0.56573176
2833,-0.56636405
2834,-0.56699604
2835,-0.56762767
2836,-0.56825894
2837,-0.56888986
2838,-0.56952047
2839,-0.57015079
2840,-0.57078075
2841,-0.57141036
2842,-0.57203960
2843,-0.57266855
2844,-0.57329714
2845,-0.57392544
2846,-0.57455337
2847,-0.57518095
2848,-0.57580817
2849,-0.57643509
2850,-0.57706165
2851,-0.57768792
2852,-0.57831383
2853,-0.57893938
2854,-0.57956457
2855,-0.58018947
2856,-0.58081394
2857,-0.58143818
2858,-0.58206201
2859,-0.58268553
2860,-0.58330870
2861,-0.58393151
2862,-0.58455396
2863,-0.58517611
2864,-0.58579791
2865,-0.58641934
2866,-0.58704042
2867,-0.58766115
2868,-0.58828157
2869,-0.58890164
2870,-0.58952135
2871,-0.59014070
2872,-0.59075975
2873,-0.59137839
2874,-0.59199673
2875,-0.59261471
2876,-0.59323233
2877,-0.59384960
2878,-0.59446657
2879,-0.59508312
2880,-0.59569937
2881,-0.59631526
2882,-0.59693074
2883,-0.59754592
2884,-0.59816074
2885,-0.59877527
2886,-0.59938937
2887,-0.60000312
2888,-0.60061657
2889,-0.60122961
2890,-0.60184234
2891,-0.60245466
2892,-0.60306668
2893,-0.60367835
2894,-0.60428959
2895,-0.60490054
2896,-0.60551113
2897,-0.60612136
2898,-0.60673124
2899,-0.60734069
2900,-0.60794985
2901,-0.60855865
2902,-0.60916710
2903,-0.60977519
2904,-0.61038291
2905,-0.61099005
2906,-0.61159706
2907,-0.61220372
2908,-0.61281002
2909,-0.61341590
2910,-0.61402148
2911,-0.61462665
2912,-0.61523151
2913,-0.61583596
2914,-0.61644012
2915,-0.61704385
2916,-0.61764723
2917,-0.61825025
2918,-0.61885291
2919,-0.61945522
2920,-0.62005717
2921,-0.62065870
2922,-0.62125993
2923,-0.62186074
2924,-0.62246120
2925,-0.62306130
2926,-0.62366104
2927,-0.62426043
2928,-0.62485945
2929,-0.62545806
2930,-0.62605631
2931,-0.62665427
2932,-0.62725174
2933,-0.62784892
2934,-0.62844574
2935,-0.62904215
2936,-0.62963820
2937,-0.63023388
2938,-0.63082922
2939,-0.63142413
2940,-0.63201869
2941,-0.63261288
2942,-0.63320673
2943,-0.63380015
2944,-0.63439327
2945,-0.63498598
2946,-0.63557827
2947,-0.63617027
2948,-0.63676184
2949,-0.63735306
2950,-0.63794386
2951,-0.63853437
2952,-0.63912445
2953,-0.63971412
2954,-0.64030349
2955,-0.64089245
2956,-0.64148098
2957,-0.64206922
2958,-0.64265704
2959,-0.64324450
2960,-0.64383155
2961,-0.64441824
2962,-0.64500457
2963,-0.64559048
2964,-0.64617604
2965,-0.64676118
2966,-0.64734596
2967,-0.64793038
2968,-0.64851439
2969,-0.64909804
2970,-0.64968133
2971,-0.65026420
2972,-0.65084672
2973,-0.65142882
2974,-0.65201056
2975,-0.65259188
2976,-0.65317285
2977,-0.65375346
2978,-0.65433365
2979,-0.65491349
2980,-0.65549290
2981,-0.65607190
2982,-0.65665060
2983,-0.65722883
2984,-0.65780675
2985,-0.65838420
2986,-0.65896136
2987,-0.65953803
2988,-0.66011441
2989,-0.66069031
2990,-0.66126591
2991,-0.66184103
2992,-0.66241580
2993,-0.66299021
2994,-0.66356421
2995,-0.66413784
2996,-0.66471106
2997,-0.66528386
2998,-0.66585630
2999,-0.66642833
3000,-0.66700000
3001,-0.66757125
3002,-0.66814214
3003,-0.66871256
3004,-0.66928267
3005,-0.66985232
3006,-0.67042166
3007,-0.67099053
3008,-0.67155904
3009,-0.67212713
3010,-0.67269486
3011,-0.67326218
3012,-0.67382908
3013,-0.67439562
3014,-0.67496175
3015,-0.67552727
3016,-0.67609262
3017,-0.67665756
3018,-0.67722207
3019,-0.67778623
3020,-0.67834997
3021,-0.67891330
3022,-0.67947626
3023,-0.68003881
3024,-0.68060094
3025,-0.68116266
3026,-0.68172401
3027,-0.68228495
3028,-0.68284547
3029,-0.68340564
3030,-0.68396533
3031,-0.68452466
3032,-0.68508363
3033,-0.68564212
3034,-0.68620026
3035,-0.68675798
3036,-0.68731529
3037,-0.68787217
3038,-0.68842870
3039,-0.68898481
3040,-0.68954051
3041,-0.69009578
3042,-0.69065070
3043,-0.69120514
3044,-0.69175923
3045,-0.69231290
3046,-0.69286615
3047,-0.69341898
3048,-0.69397146
3049,-0.69452345
3050,-0.69507509
3051,-0.69562632
3052,-0.69617712
3053,-0.69672751
3054,-0.69727749
3055,-0.69782704
3056,-0.69837624
3057,-0.69892496
3058,-0.69947332
3059,-0.70002127
3060,-0.70056880
3061,-0.70111591
3062,-0.70166260
3063,-0.70220888
3064,-0.70275474
3065,-0.70330018
3066,-0.70384526
3067,-0.70438987
3068,-0.70493406
3069,-0.70547789
3070,-0.70602125
3071,-0.70656425
3072,-0.70710677
3073,-0.70764893
3074,-0.70819062
3075,-0.70873195
3076,-0.70927286
3077,-0.70981330
3078,-0.71035337
3079,-0.71089298
3080,-0.71143222
3081,-0.71197098
3082,-0.71250939
3083,-0.71304733
3084,-0.71358490
3085,-0.71412200
3086,-0.71465874
3087,-0.71519500
3088,-0.71573085
3089,-0.71626627
3090,-0.71680129
3091,-0.71733588
3092,-0.71787006
3093,-0.71840382
3094,-0.71893716
3095,-0.71947008
3096,-0.72000253
3097,-0.72053462
