时间(s),输入值(V),X_filt,Y_filt,幅值(V),相位(deg),还原信号(V),参考余弦,参考正弦
16.3015,2.2905,-0.5654,0.3209,1.3002,150.42,0.5547,0.0429,0.9991
16.3016,2.3259,-0.5654,0.3209,1.3003,150.42,0.5912,0.0123,0.9999
16.3017,2.3617,-0.5654,0.3209,1.3003,150.42,0.6277,-0.0245,0.9997
16.3018,2.3964,-0.5654,0.3209,1.3003,150.42,0.6630,-0.0552,0.9985
16.3019,2.4309,-0.5655,0.3209,1.3003,150.42,0.6982,-0.0858,0.9963
16.3020,2.4641,-0.5655,0.3209,1.3004,150.43,0.7321,-0.1163,0.9932
16.3021,2.4966,-0.5655,0.3209,1.3004,150.43,0.7648,-0.1467,0.9892
16.3022,2.5288,-0.5655,0.3209,1.3004,150.43,0.7978,-0.1770,0.9842
16.3023,2.5597,-0.5655,0.3209,1.3004,150.43,0.8295,-0.2071,0.9783
16.3024,2.5902,-0.5655,0.3209,1.3005,150.43,0.8609,-0.2370,0.9715
16.3025,2.6193,-0.5656,0.3209,1.3005,150.43,0.8910,-0.2667,0.9638
16.3026,2.6480,-0.5656,0.3209,1.3005,150.43,0.9206,-0.3020,0.9533
16.3027,2.6750,-0.5656,0.3209,1.3005,150.43,0.9489,-0.3311,0.9436
16.3028,2.7013,-0.5656,0.3209,1.3006,150.43,0.9762,-0.3599,0.9330
16.3029,2.7272,-0.5656,0.3209,1.3006,150.43,1.0030,-0.3883,0.9215
16.3030,2.7515,-0.5656,0.3209,1.3006,150.44,1.0280,-0.4164,0.9092
16.3031,2.7753,-0.5656,0.3209,1.3006,150.44,1.0528,-0.4441,0.8960
16.3032,2.7976,-0.5657,0.3208,1.3006,150.44,1.0762,-0.4714,0.8819
16.3033,2.8191,-0.5657,0.3208,1.3007,150.44,1.0988,-0.4982,0.8670
16.3034,2.8393,-0.5657,0.3208,1.3007,150.44,1.1200,-0.5298,0.8481
16.3035,2.8583,-0.5657,0.3208,1.3007,150.44,1.1402,-0.5556,0.8315
16.3036,2.8764,-0.5657,0.3208,1.3007,150.44,1.1595,-0.5808,0.8140
16.3037,2.8931,-0.5657,0.3208,1.3007,150.44,1.1773,-0.6055,0.7958
16.3038,2.9089,-0.5657,0.3208,1.3007,150.45,1.1943,-0.6296,0.7769
16.3039,2.9230,-0.5658,0.3208,1.3007,150.45,1.2096,-0.6532,0.7572
16.3040,2.9364,-0.5658,0.3208,1.3008,150.45,1.2242,-0.6761,0.7368
16.3041,2.9483,-0.5658,0.3207,1.3008,150.45,1.2373,-0.6984,0.7157
16.3042,2.9591,-0.5658,0.3207,1.3008,150.45,1.2493,-0.7242,0.6895
16.3043,2.9687,-0.5658,0.3207,1.3008,150.45,1.2601,-0.7451,0.6670
16.3044,2.9769,-0.5658,0.3207,1.3008,150.46,1.2696,-0.7652,0.6438
16.3045,2.9840,-0.5658,0.3207,1.3008,150.46,1.2780,-0.7846,0.6201
16.3046,2.9898,-0.5658,0.3207,1.3008,150.46,1.2848,-0.8032,0.5957
16.3047,2.9943,-0.5659,0.3207,1.3008,150.46,1.2906,-0.8211,0.5708
16.3048,2.9975,-0.5659,0.3206,1.3008,150.46,1.2951,-0.8382,0.5453
16.3049,2.9993,-0.5659,0.3206,1.3008,150.46,1.2983,-0.8546,0.5194
16.3050,3.0000,-0.5659,0.3206,1.3008,150.47,1.3002,-0.8731,0.4876
16.3051,2.9994,-0.5659,0.3206,1.3008,150.47,1.3008,-0.8876,0.4605
16.3052,2.9974,-0.5659,0.3206,1.3008,150.47,1.3001,-0.9013,0.4331
16.3053,2.9942,-0.5659,0.3205,1.3008,150.47,1.2982,-0.9142,0.4052
16.3054,2.9897,-0.5659,0.3205,1.3008,150.47,1.2950,-0.9262,0.3770
16.3055,2.9840,-0.5659,0.3205,1.3008,150.47,1.2905,-0.9373,0.3484
16.3056,2.9770,-0.5659,0.3205,1.3008,150.48,1.2848,-0.9476,0.3195
16.3057,2.9686,-0.5659,0.3205,1.3008,150.48,1.2776,-0.9569,0.2903
16.3058,2.9592,-0.5659,0.3205,1.3008,150.48,1.2694,-0.9654,0.2608
16.3059,2.9483,-0.5660,0.3204,1.3008,150.48,1.2597,-0.9743,0.2251
16.3060,2.9363,-0.5660,0.3204,1.3007,150.48,1.2491,-0.9808,0.1951
16.3061,2.9229,-0.5660,0.3204,1.3007,150.48,1.2370,-0.9863,0.1649
16.3062,2.9088,-0.5660,0.3204,1.3007,150.49,1.2238,-0.9909,0.1346
16.3063,2.8933,-0.5660,0.3204,1.3007,150.49,1.2094,-0.9946,0.1041
16.3064,2.8763,-0.5660,0.3204,1.3007,150.49,1.1936,-0.9973,0.0736
16.3065,2.8584,-0.5660,0.3203,1.3007,150.49,1.1769,-0.9991,0.0429
16.3066,2.8391,-0.5660,0.3203,1.3007,150.49,1.1587,-0.9999,0.0123
16.3067,2.8190,-0.5660,0.3203,1.3006,150.49,1.1397,-0.9997,-0.0245
16.3068,2.7974,-0.5660,0.3203,1.3006,150.49,1.1192,-0.9985,-0.0552
16.3069,2.7751,-0.5660,0.3203,1.3006,150.50,1.0983,-0.9963,-0.0858
16.3070,2.7517,-0.5660,0.3203,1.3006,150.50,1.0759,-0.9932,-0.1163
16.3071,2.7270,-0.5660,0.3202,1.3006,150.50,1.0522,-0.9892,-0.1467
16.3072,2.7020,-0.5660,0.3202,1.3005,150.50,1.0278,-0.9842,-0.1770
16.3073,2.6752,-0.5660,0.3202,1.3005,150.50,1.0020,-0.9783,-0.2071
16.3074,2.6478,-0.5659,0.3202,1.3005,150.50,0.9755,-0.9715,-0.2370
16.3075,2.6191,-0.5659,0.3202,1.3005,150.50,0.9477,-0.9621,-0.2726
16.3076,2.5900,-0.5659,0.3202,1.3004,150.50,0.9194,-0.9533,-0.3020
16.3077,2.5599,-0.5659,0.3201,1.3004,150.50,0.8907,-0.9436,-0.3311
16.3078,2.5285,-0.5659,0.3201,1.3004,150.50,0.8602,-0.9330,-0.3599
16.3079,2.4968,-0.5659,0.3201,1.3004,150.51,0.8293,-0.9215,-0.3883
16.3080,2.4638,-0.5659,0.3201,1.3003,150.51,0.7971,-0.9092,-0.4164
16.3081,2.4306,-0.5659,0.3201,1.3003,150.51,0.7645,-0.8960,-0.4441
16.3082,2.3961,-0.5659,0.3201,1.3003,150.51,0.7308,-0.8819,-0.4714
16.3083,2.3620,-0.5659,0.3201,1.3003,150.51,0.6968,-0.8670,-0.4982
16.3084,2.3267,-0.5659,0.3201,1.3003,150.51,0.6621,-0.8481,-0.5298
16.3085,2.2903,-0.5659,0.3200,1.3002,150.51,0.6263,-0.8315,-0.5556
16.3086,2.2538,-0.5659,0.3200,1.3002,150.51,0.5904,-0.8140,-0.5808
16.3087,2.2162,-0.5659,0.3200,1.3002,150.51,0.5533,-0.7958,-0.6055
16.3088,2.1787,-0.5659,0.3200,1.3002,150.51,0.5168,-0.7769,-0.6296
16.3089,2.1401,-0.5658,0.3200,1.3001,150.51,0.4787,-0.7572,-0.6532
16.3090,2.1016,-0.5658,0.3200,1.3001,150.51,0.4407,-0.7368,-0.6761
16.3091,2.0628,-0.5658,0.3200,1.3001,150.51,0.4023,-0.7157,-0.6984
16.3092,2.0230,-0.5658,0.3200,1.3001,150.51,0.3628,-0.6895,-0.7242
16.3093,1.9835,-0.5658,0.3200,1.3000,150.51,0.3236,-0.6670,-0.7451
16.3094,1.9431,-0.5658,0.3200,1.3000,150.51,0.2835,-0.6438,-0.7652
16.3095,1.9037,-0.5658,0.3199,1.3000,150.51,0.2437,-0.6201,-0.7846
16.3096,1.8629,-0.5658,0.3199,1.3000,150.51,0.2031,-0.5957,-0.8032
16.3097,1.8225,-0.5658,0.3199,1.2999,150.51,0.1629,-0.5708,-0.8211
16.3098,1.7820,-0.5658,0.3199,1.2999,150.51,0.1231,-0.5453,-0.8382
16.3099,1.7408,-0.5658,0.3199,1.2999,150.51,0.0813,-0.5194,-0.8546
16.3100,1.7002,-0.5657,0.3199,1.2999,150.51,0.0414,-0.4876,-0.8731
16.3101,1.6589,-0.5657,0.3199,1.2999,150.51,0.0002,-0.4605,-0.8876
16.3102,1.6183,-0.5657,0.3199,1.2998,150.51,-0.0405,-0.4331,-0.9013
16.3103,1.5772,-0.5657,0.3199,1.2998,150.51,-0.0817,-0.4052,-0.9142
16.3104,1.5368,-0.5657,0.3199,1.2998,150.51,-0.1222,-0.3770,-0.9262
16.3105,1.4972,-0.5657,0.3199,1.2998,150.51,-0.1625,-0.3484,-0.9373
16.3106,1.4566,-0.5657,0.3199,1.2998,150.51,-0.2034,-0.3195,-0.9476
16.3107,1.4168,-0.5657,0.3199,1.2997,150.51,-0.2434,-0.2903,-0.9569
16.3108,1.3767,-0.5657,0.3199,1.2997,150.51,-0.2838,-0.2549,-0.9670
16.3109,1.3375,-0.5657,0.3199,1.2997,150.51,-0.3232,-0.2251,-0.9743
16.3110,1.2981,-0.5657,0.3199,1.2997,150.51,-0.3630,-0.1951,-0.9808
16.3111,1.2596,-0.5656,0.3199,1.2997,150.51,-0.4018,-0.1649,-0.9863
16.3112,1.2216,-0.5656,0.3199,1.2996,150.51,-0.4397,-0.1346,-0.9909
16.3113,1.1835,-0.5656,0.3199,1.2996,150.51,-0.4788,-0.1041,-0.9946
16.3114,1.1465,-0.5656,0.3199,1.2996,150.51,-0.5158,-0.0736,-0.9973
16.3115,1.1094,-0.5656,0.3199,1.2996,150.51,-0.5533,-0.0429,-0.9991
16.3116,1.0735,-0.5656,0.3199,1.2996,150.51,-0.5898,-0.0123,-0.9999
16.3117,1.0377,-0.5656,0.3199,1.2996,150.51,-0.6263,0.0245,-0.9997
16.3118,1.0036,-0.5656,0.3199,1.2996,150.51,-0.6615,0.0552,-0.9985
16.3119,0.9697,-0.5656,0.3199,1.2996,150.51,-0.6961,0.0858,-0.9963
16.3120,0.9359,-0.5656,0.3199,1.2996,150.51,-0.7306,0.1163,-0.9932
16.3121,0.9034,-0.5656,0.3199,1.2996,150.51,-0.7638,0.1467,-0.9892
16.3122,0.8712,-0.5656,0.3199,1.2995,150.51,-0.7968,0.1770,-0.9842
16.3123,0.8403,-0.5656,0.3199,1.2995,150.51,-0.8285,0.2071,-0.9783
16.3124,0.8098,-0.5656,0.3199,1.2995,150.51,-0.8598,0.2370,-0.9715
16.3125,0.7806,-0.5656,0.3199,1.2995,150.51,-0.8899,0.2726,-0.9621
16.3126,0.7524,-0.5656,0.3199,1.2995,150.51,-0.9190,0.3020,-0.9533
16.3127,0.7246,-0.5656,0.3199,1.2995,150.51,-0.9477,0.3311,-0.9436
16.3128,0.6986,-0.5656,0.3199,1.2995,150.51,-0.9746,0.3599,-0.9330
16.3129,0.6728,-0.5655,0.3199,1.2995,150.51,-1.0014,0.3883,-0.9215
16.3130,0.6484,-0.5655,0.3199,1.2995,150.51,-1.0268,0.4164,-0.9092
16.3131,0.6247,-0.5655,0.3199,1.2995,150.51,-1.0515,0.4441,-0.8960
16.3132,0.6024,-0.5655,0.3199,1.2995,150.51,-1.0749,0.4714,-0.8819
16.3133,0.5812,-0.5655,0.3199,1.2995,150.50,-1.0971,0.5035,-0.8640
16.3134,0.5607,-0.5655,0.3199,1.2995,150.50,-1.1187,0.5298,-0.8481
16.3135,0.5417,-0.5655,0.3199,1.2995,150.50,-1.1388,0.5556,-0.8315
16.3136,0.5236,-0.5655,0.3199,1.2995,150.50,-1.1581,0.5808,-0.8140
16.3137,0.5069,-0.5655,0.3199,1.2995,150.50,-1.1759,0.6055,-0.7958
16.3138,0.4911,-0.5655,0.3199,1.2995,150.50,-1.1929,0.6296,-0.7769
16.3139,0.4770,-0.5655,0.3199,1.2995,150.50,-1.2084,0.6532,-0.7572
16.3140,0.4638,-0.5655,0.3199,1.2995,150.50,-1.2227,0.6761,-0.7368
16.3141,0.4517,-0.5655,0.3199,1.2995,150.50,-1.2361,0.7028,-0.7114
16.3142,0.4409,-0.5655,0.3199,1.2995,150.50,-1.2480,0.7242,-0.6895
16.3143,0.4313,-0.5655,0.3199,1.2995,150.50,-1.2589,0.7451,-0.6670
16.3144,0.4231,-0.5655,0.3199,1.2995,150.50,-1.2682,0.7652,-0.6438
16.3145,0.4160,-0.5655,0.3199,1.2995,150.50,-1.2765,0.7846,-0.6201
16.3146,0.4102,-0.5655,0.3199,1.2995,150.50,-1.2835,0.8032,-0.5957
16.3147,0.4058,-0.5655,0.3199,1.2995,150.50,-1.2892,0.8211,-0.5708
16.3148,0.4025,-0.5655,0.3199,1.2995,150.50,-1.2937,0.8382,-0.5453
16.3149,0.4006,-0.5655,0.3199,1.2995,150.50,-1.2969,0.8546,-0.5194
16.3150,0.4000,-0.5655,0.3199,1.2995,150.50,-1.2988,0.8731,-0.4876
16.3151,0.4006,-0.5655,0.3199,1.2995,150.50,-1.2995,0.8876,-0.4605
16.3152,0.4026,-0.5655,0.3199,1.2995,150.50,-1.2988,0.9013,-0.4331
16.3153,0.4058,-0.5655,0.3199,1.2995,150.50,-1.2969,0.9142,-0.4052
16.3154,0.4102,-0.5655,0.3199,1.2995,150.50,-1.2936,0.9262,-0.3770
16.3155,0.4160,-0.5655,0.3199,1.2995,150.50,-1.2891,0.9373,-0.3484
16.3156,0.4230,-0.5655,0.3199,1.2995,150.50,-1.2834,0.9476,-0.3195
16.3157,0.4314,-0.5655,0.3200,1.2995,150.50,-1.2762,0.9569,-0.2903
16.3158,0.4408,-0.5655,0.3200,1.2995,150.50,-1.2681,0.9670,-0.2549
16.3159,0.4517,-0.5655,0.3200,1.2995,150.50,-1.2583,0.9743,-0.2251
16.3160,0.4637,-0.5655,0.3200,1.2995,150.50,-1.2477,0.9808,-0.1951
16.3161,0.4766,-0.5655,0.3200,1.2995,150.50,-1.2358,0.9863,-0.1649
16.3162,0.4912,-0.5655,0.3200,1.2995,150.50,-1.2224,0.9909,-0.1346
16.3163,0.5068,-0.5655,0.3200,1.2995,150.50,-1.2081,0.9946,-0.1041
16.3164,0.5237,-0.5655,0.3200,1.2995,150.50,-1.1923,0.9973,-0.0736
16.3165,0.5416,-0.5655,0.3200,1.2995,150.50,-1.1755,0.9991,-0.0429
16.3166,0.5609,-0.5655,0.3200,1.2995,150.50,-1.1574,1.0000,-0.0061
16.3167,0.5810,-0.5655,0.3200,1.2995,150.50,-1.1383,0.9997,0.0245
16.3168,0.6023,-0.5655,0.3200,1.2995,150.50,-1.1182,0.9985,0.0552
16.3169,0.6249,-0.5655,0.3200,1.2995,150.50,-1.0966,0.9963,0.0858
16.3170,0.6483,-0.5655,0.3200,1.2995,150.50,-1.0743,0.9932,0.1163
16.3171,0.6730,-0.5655,0.3200,1.2995,150.50,-1.0506,0.9892,0.1467
16.3172,0.6984,-0.5655,0.3200,1.2995,150.50,-1.0262,0.9842,0.1770
16.3173,0.7253,-0.5655,0.3200,1.2995,150.49,-1.0004,0.9783,0.2071
16.3174,0.7522,-0.5655,0.3200,1.2995,150.49,-0.9744,0.9700,0.2430
16.3175,0.7804,-0.5655,0.3200,1.2995,150.49,-0.9471,0.9621,0.2726
16.3176,0.8101,-0.5655,0.3200,1.2995,150.49,-0.9183,0.9533,0.3020
16.3177,0.8401,-0.5655,0.3200,1.2995,150.49,-0.8892,0.9436,0.3311
16.3178,0.8715,-0.5655,0.3200,1.2996,150.49,-0.8587,0.9330,0.3599
16.3179,0.9032,-0.5655,0.3200,1.2996,150.49,-0.8278,0.9215,0.3883
16.3180,0.9362,-0.5655,0.3200,1.2996,150.49,-0.7956,0.9092,0.4164
16.3181,0.9694,-0.5655,0.3201,1.2996,150.49,-0.7631,0.8960,0.4441
16.3182,1.0034,-0.5655,0.3201,1.2996,150.49,-0.7298,0.8819,0.4714
16.3183,1.0385,-0.5655,0.3201,1.2996,150.49,-0.6954,0.8640,0.5035
16.3184,1.0733,-0.5655,0.3201,1.2996,150.49,-0.6607,0.8481,0.5298
16.3185,1.1097,-0.5655,0.3201,1.2996,150.49,-0.6249,0.8315,0.5556
16.3186,1.1462,-0.5655,0.3201,1.2996,150.49,-0.5890,0.8140,0.5808
16.3187,1.1838,-0.5655,0.3201,1.2997,150.49,-0.5519,0.7958,0.6055
16.3188,1.2213,-0.5655,0.3201,1.2997,150.49,-0.5149,0.7769,0.6296
16.3189,1.2593,-0.5655,0.3201,1.2997,150.49,-0.4779,0.7572,0.6532
16.3190,1.2984,-0.5655,0.3201,1.2997,150.49,-0.4394,0.7368,0.6761
16.3191,1.3372,-0.5655,0.3201,1.2997,150.49,-0.4009,0.7114,0.7028
16.3192,1.3770,-0.5656,0.3201,1.2997,150.49,-0.3615,0.6895,0.7242
16.3193,1.4165,-0.5656,0.3201,1.2997,150.49,-0.3223,0.6670,0.7451
16.3194,1.4569,-0.5656,0.3201,1.2998,150.49,-0.2822,0.6438,0.7652
16.3195,1.4969,-0.5656,0.3201,1.2998,150.49,-0.2424,0.6201,0.7846
16.3196,1.5365,-0.5656,0.3201,1.2998,150.49,-0.2024,0.5957,0.8032
16.3197,1.5775,-0.5656,0.3201,1.2998,150.49,-0.1616,0.5708,0.8211
16.3198,1.6180,-0.5656,0.3201,1.2998,150.49,-0.1212,0.5453,0.8382
16.3199,1.6592,-0.5656,0.3202,1.2999,150.49,-0.0801,0.5141,0.8577
16.3200,1.6999,-0.5656,0.3202,1.2999,150.49,-0.0395,0.4876,0.8731
16.3201,1.7411,-0.5656,0.3202,1.2999,150.49,0.0018,0.4605,0.8876
16.3202,1.7817,-0.5656,0.3202,1.2999,150.49,0.0417,0.4331,0.9013
16.3203,1.8222,-0.5656,0.3202,1.2999,150.49,0.0823,0.4052,0.9142
16.3204,1.8632,-0.5657,0.3202,1.3000,150.49,0.1234,0.3770,0.9262
16.3205,1.9034,-0.5657,0.3202,1.3000,150.49,0.1638,0.3484,0.9373
16.3206,1.9440,-0.5657,0.3202,1.3000,150.49,0.2047,0.3195,0.9476
16.3207,1.9832,-0.5657,0.3202,1.3001,150.49,0.2447,0.2844,0.9587
16.3208,2.0233,-0.5657,0.3202,1.3001,150.49,0.2851,0.2549,0.9670
16.3209,2.0625,-0.5657,0.3202,1.3001,150.49,0.3246,0.2251,0.9743
16.3210,2.1013,-0.5657,0.3202,1.3001,150.49,0.3638,0.1951,0.9808
16.3211,2.1404,-0.5658,0.3202,1.3002,150.49,0.4032,0.1649,0.9863
16.3212,2.1784,-0.5658,0.3202,1.3002,150.49,0.4416,0.1346,0.9909
16.3213,2.2165,-0.5658,0.3202,1.3002,150.49,0.4802,0.1041,0.9946
16.3214,2.2535,-0.5658,0.3202,1.3002,150.49,0.5172,0.0736,0.9973
16.3215,2.2906,-0.5658,0.3202,1.3003,150.49,0.5548,0.0429,0.9991
16.3216,2.3265,-0.5658,0.3202,1.3003,150.49,0.5913,0.0061,1.0000
16.3217,2.3612,-0.5658,0.3202,1.3003,150.49,0.6272,-0.0245,0.9997
16.3218,2.3964,-0.5659,0.3202,1.3003,150.50,0.6630,-0.0552,0.9985
16.3219,2.4303,-0.5659,0.3202,1.3004,150.50,0.6977,-0.0858,0.9963
16.3220,2.4641,-0.5659,0.3202,1.3004,150.50,0.7321,-0.1163,0.9932
16.3221,2.4966,-0.5659,0.3202,1.3004,150.50,0.7654,-0.1467,0.9892
16.3222,2.5288,-0.5659,0.3202,1.3004,150.50,0.7984,-0.1770,0.9842
16.3223,2.5597,-0.5659,0.3202,1.3005,150.50,0.8301,-0.2071,0.9783
16.3224,2.5897,-0.5659,0.3202,1.3005,150.50,0.8605,-0.2430,0.9700
16.3225,2.6194,-0.5660,0.3202,1.3005,150.50,0.8910,-0.2726,0.9621
16.3226,2.6476,-0.5660,0.3202,1.3005,150.50,0.9202,-0.3020,0.9533
16.3227,2.6754,-0.5660,0.3202,1.3005,150.50,0.9489,-0.3311,0.9436
16.3228,2.7018,-0.5660,0.3202,1.3006,150.50,0.9762,-0.3599,0.9330
16.3229,2.7276,-0.5660,0.3202,1.3006,150.51,1.0030,-0.3883,0.9215
16.3230,2.7516,-0.5660,0.3202,1.3006,150.51,1.0284,-0.4164,0.9092
16.3231,2.7749,-0.5660,0.3201,1.3006,150.51,1.0524,-0.4441,0.8960
16.3232,2.7976,-0.5661,0.3201,1.3006,150.51,1.0762,-0.4768,0.8790
16.3233,2.8188,-0.5661,0.3201,1.3007,150.51,1.0985,-0.5035,0.8640
16.3234,2.8393,-0.5661,0.3201,1.3007,150.51,1.1201,-0.5298,0.8481
16.3235,2.8583,-0.5661,0.3201,1.3007,150.51,1.1402,-0.5556,0.8315
16.3236,2.8764,-0.5661,0.3201,1.3007,150.51,1.1595,-0.5808,0.8140
16.3237,2.8931,-0.5661,0.3201,1.3007,150.52,1.1773,-0.6055,0.7958
16.3238,2.9087,-0.5662,0.3201,1.3007,150.52,1.1941,-0.6296,0.7769
16.3239,2.9233,-0.5662,0.3201,1.3008,150.52,1.2098,-0.6532,0.7572
16.3240,2.9362,-0.5662,0.3200,1.3008,150.52,1.2240,-0.6806,0.7327
16.3241,2.9484,-0.5662,0.3200,1.3008,150.52,1.2373,-0.7028,0.7114
16.3242,2.9591,-0.5662,0.3200,1.3008,150.53,1.2493,-0.7242,0.6895
16.3243,2.9687,-0.5662,0.3200,1.3008,150.53,1.2602,-0.7451,0.6670
16.3244,2.9770,-0.5662,0.3200,1.3008,150.53,1.2696,-0.7652,0.6438
16.3245,2.9839,-0.5663,0.3200,1.3008,150.53,1.2779,-0.7846,0.6201
16.3246,2.9898,-0.5663,0.3200,1.3008,150.53,1.2849,-0.8032,0.5957
16.3247,2.9942,-0.5663,0.3199,1.3008,150.53,1.2906,-0.8211,0.5708
16.3248,2.9975,-0.5663,0.3199,1.3008,150.53,1.2951,-0.8382,0.5453
16.3249,2.9994,-0.5663,0.3199,1.3008,150.54,1.2983,-0.8577,0.5141
16.3250,3.0000,-0.5663,0.3199,1.3008,150.54,1.3002,-0.8731,0.4876
16.3251,2.9993,-0.5663,0.3199,1.3008,150.54,1.3008,-0.8876,0.4605
16.3252,2.9975,-0.5663,0.3199,1.3008,150.54,1.3002,-0.9013,0.4331
16.3253,2.9942,-0.5663,0.3199,1.3008,150.54,1.2982,-0.9142,0.4052
16.3254,2.9898,-0.5663,0.3198,1.3008,150.54,1.2951,-0.9262,0.3770
16.3255,2.9840,-0.5663,0.3198,1.3008,150.55,1.2905,-0.9373,0.3484
16.3256,2.9770,-0.5663,0.3198,1.3008,150.55,1.2848,-0.9476,0.3195
16.3257,2.9686,-0.5664,0.3198,1.3008,150.55,1.2777,-0.9587,0.2844
16.3258,2.9591,-0.5664,0.3198,1.3008,150.55,1.2694,-0.9670,0.2549
16.3259,2.9484,-0.5664,0.3197,1.3008,150.55,1.2599,-0.9743,0.2251
16.3260,2.9363,-0.5664,0.3197,1.3008,150.55,1.2490,-0.9808,0.1951
16.3261,2.9231,-0.5664,0.3197,1.3007,150.56,1.2370,-0.9863,0.1649
16.3262,2.9085,-0.5664,0.3197,1.3007,150.56,1.2236,-0.9909,0.1346
16.3263,2.8932,-0.5664,0.3197,1.3007,150.56,1.2095,-0.9946,0.1041
16.3264,2.8763,-0.5664,0.3197,1.3007,150.56,1.1936,-0.9973,0.0736
16.3265,2.8584,-0.5664,0.3196,1.3007,150.56,1.1769,-0.9993,0.0368
16.3266,2.8394,-0.5664,0.3196,1.3007,150.56,1.1590,-1.0000,0.0061
16.3267,2.8190,-0.5664,0.3196,1.3006,150.57,1.1397,-0.9997,-0.0245
16.3268,2.7977,-0.5664,0.3196,1.3006,150.57,1.1195,-0.9985,-0.0552
16.3269,2.7751,-0.5664,0.3196,1.3006,150.57,1.0979,-0.9963,-0.0858
16.3270,2.7517,-0.5664,0.3195,1.3006,150.57,1.0759,-0.9932,-0.1163
16.3271,2.7270,-0.5664,0.3195,1.3006,150.57,1.0522,-0.9892,-0.1467
16.3272,2.7015,-0.5664,0.3195,1.3005,150.57,1.0278,-0.9842,-0.1770
16.3273,2.6756,-0.5664,0.3195,1.3005,150.57,1.0024,-0.9783,-0.2071
16.3274,2.6474,-0.5664,0.3195,1.3005,150.57,0.9755,-0.9700,-0.2430
16.3275,2.6196,-0.5664,0.3195,1.3005,150.57,0.9482,-0.9621,-0.2726
16.3276,2.5899,-0.5663,0.3194,1.3005,150.58,0.9194,-0.9533,-0.3020
16.3277,2.5599,-0.5663,0.3194,1.3004,150.58,0.8902,-0.9436,-0.3311
16.3278,2.5285,-0.5663,0.3194,1.3004,150.58,0.8597,-0.9330,-0.3599
16.3279,2.4968,-0.5663,0.3194,1.3004,150.58,0.8293,-0.9215,-0.3883
16.3280,2.4643,-0.5663,0.3194,1.3004,150.58,0.7975,-0.9092,-0.4164
16.3281,2.4306,-0.5663,0.3194,1.3003,150.58,0.7645,-0.8960,-0.4441
16.3282,2.3966,-0.5663,0.3194,1.3003,150.58,0.7313,-0.8790,-0.4768
16.3283,2.3614,-0.5663,0.3193,1.3003,150.58,0.6968,-0.8640,-0.5035
16.3284,2.3262,-0.5663,0.3193,1.3003,150.58,0.6621,-0.8481,-0.5298
16.3285,2.2897,-0.5663,0.3193,1.3002,150.58,0.6263,-0.8315,-0.5556
16.3286,2.2538,-0.5663,0.3193,1.3002,150.58,0.5903,-0.8140,-0.5808
16.3287,2.2168,-0.5663,0.3193,1.3002,150.58,0.5539,-0.7958,-0.6055
16.3288,2.1786,-0.5663,0.3193,1.3002,150.58,0.5162,-0.7769,-0.6296
16.3289,2.1406,-0.5663,0.3193,1.3001,150.58,0.4793,-0.7572,-0.6532
16.3290,2.1016,-0.5662,0.3193,1.3001,150.58,0.4407,-0.7327,-0.6806
16.3291,2.0628,-0.5662,0.3193,1.3001,150.58,0.4022,-0.7114,-0.7028
16.3292,2.0230,-0.5662,0.3193,1.3001,150.58,0.3628,-0.6895,-0.7242
16.3293,1.9835,-0.5662,0.3192,1.3000,150.58,0.3236,-0.6670,-0.7451
16.3294,1.9437,-0.5662,0.3192,1.3000,150.59,0.2841,-0.6438,-0.7652
16.3295,1.9031,-0.5662,0.3192,1.3000,150.59,0.2437,-0.6201,-0.7846
16.3296,1.8635,-0.5662,0.3192,1.3000,150.59,0.2037,-0.5957,-0.8032
16.3297,1.8225,-0.5662,0.3192,1.2999,150.59,0.1628,-0.5708,-0.8211
16.3298,1.7820,-0.5662,0.3192,1.2999,150.59,0.1225,-0.5402,-0.8416
16.3299,1.7408,-0.5662,0.3192,1.2999,150.59,0.0813,-0.5141,-0.8577
16.3300,1.7001,-0.5661,0.3192,1.2999,150.59,0.0407,-0.4876,-0.8731
16.3301,1.6595,-0.5661,0.3192,1.2998,150.59,0.0008,-0.4605,-0.8876
16.3302,1.6183,-0.5661,0.3192,1.2998,150.59,-0.0405,-0.4331,-0.9013
16.3303,1.5778,-0.5661,0.3192,1.2998,150.59,-0.0810,-0.4052,-0.9142
16.3304,1.5368,-0.5661,0.3192,1.2998,150.59,-0.1222,-0.3770,-0.9262
16.3305,1.4966,-0.5661,0.3192,1.2998,150.59,-0.1625,-0.3484,-0.9373
16.3306,1.4559,-0.5661,0.3192,1.2997,150.59,-0.2034,-0.3195,-0.9476
16.3307,1.4162,-0.5661,0.3192,1.2997,150.59,-0.2434,-0.2844,-0.9587
16.3308,1.3773,-0.5661,0.3192,1.2997,150.59,-0.2832,-0.2549,-0.9670
16.3309,1.3375,-0.5661,0.3192,1.2997,150.58,-0.3233,-0.2251,-0.9743
16.3310,1.2986,-0.5661,0.3192,1.2997,150.58,-0.3624,-0.1951,-0.9808
16.3311,1.2596,-0.5661,0.3192,1.2997,150.58,-0.4019,-0.1649,-0.9863
16.3312,1.2216,-0.5660,0.3192,1.2997,150.58,-0.4403,-0.1346,-0.9909
16.3313,1.1835,-0.5660,0.3192,1.2996,150.58,-0.4788,-0.1041,-0.9946
