时间(s),输入值(V),X_filt,Y_filt,幅值(V),相位(deg),还原信号(V),参考余弦,参考正弦
0.0000,1.7000,0.0017,0.0001,0.0034,1.76,0.0034,0.9995,0.0307
0.0001,1.7408,0.0034,0.0002,0.0069,2.65,0.0069,0.9981,0.0613
0.0002,1.7816,0.0052,0.0003,0.0104,3.54,0.0104,0.9958,0.0919
0.0003,1.8223,0.0070,0.0005,0.0141,4.45,0.0141,0.9925,0.1224
0.0004,1.8629,0.0089,0.0008,0.0178,5.35,0.0178,0.9883,0.1528
0.0005,1.9034,0.0107,0.0012,0.0216,6.27,0.0216,0.9831,0.1830
0.0006,1.9436,0.0126,0.0016,0.0255,7.19,0.0254,0.9770,0.2131
0.0007,1.9836,0.0146,0.0021,0.0294,8.11,0.0293,0.9700,0.2430
0.0008,2.0233,0.0165,0.0026,0.0334,9.09,0.0333,0.9604,0.2785
0.0009,2.0627,0.0185,0.0033,0.0375,10.06,0.0373,0.9514,0.3078
0.0010,2.1017,0.0204,0.0040,0.0416,11.02,0.0413,0.9415,0.3369
0.0011,2.1404,0.0224,0.0048,0.0459,11.99,0.0454,0.9308,0.3656
0.0012,2.1786,0.0244,0.0056,0.0501,12.96,0.0496,0.9191,0.3940
0.0013,2.2163,0.0264,0.0066,0.0545,13.93,0.0537,0.9066,0.4220
0.0014,2.2535,0.0285,0.0076,0.0589,14.90,0.0579,0.8932,0.4496
0.0015,2.2902,0.0305,0.0087,0.0634,15.87,0.0622,0.8790,0.4768
0.0016,2.3263,0.0325,0.0098,0.0679,16.87,0.0664,0.8609,0.5088
0.0017,2.3618,0.0345,0.0111,0.0724,17.87,0.0706,0.8449,0.5350
0.0018,2.3966,0.0365,0.0125,0.0770,18.86,0.0749,0.8280,0.5607
0.0019,2.4307,0.0384,0.0139,0.0817,19.86,0.0792,0.8105,0.5858
0.0020,2.4641,0.0404,0.0154,0.0864,20.86,0.0834,0.7921,0.6104
0.0021,2.4968,0.0423,0.0170,0.0912,21.85,0.0876,0.7730,0.6344
0.0022,2.5287,0.0442,0.0186,0.0959,22.85,0.0919,0.7532,0.6578
0.0023,2.5597,0.0461,0.0204,0.1008,23.85,0.0961,0.7327,0.6806
0.0024,2.5899,0.0479,0.0222,0.1056,24.86,0.1002,0.7071,0.7071
0.0025,2.6192,0.0497,0.0241,0.1105,25.87,0.1044,0.6851,0.7285
0.0026,2.6477,0.0515,0.0261,0.1154,26.89,0.1085,0.6624,0.7491
0.0027,2.6751,0.0532,0.0282,0.1203,27.90,0.1126,0.6391,0.7691
0.0028,2.7017,0.0548,0.0303,0.1253,28.91,0.1166,0.6152,0.7883
0.0029,2.7272,0.0564,0.0325,0.1302,29.92,0.1205,0.5908,0.8068
0.0030,2.7517,0.0580,0.0348,0.1352,30.93,0.1244,0.5657,0.8246
0.0031,2.7752,0.0595,0.0371,0.1402,31.93,0.1282,0.5402,0.8416
0.0032,2.7976,0.0609,0.0395,0.1452,32.94,0.1320,0.5141,0.8577
0.0033,2.8190,0.0623,0.0420,0.1502,33.96,0.1356,0.4822,0.8761
0.0034,2.8392,0.0636,0.0445,0.1552,34.97,0.1392,0.4551,0.8904
0.0035,2.8583,0.0648,0.0471,0.1602,35.99,0.1427,0.4276,0.9040
0.0036,2.8763,0.0660,0.0497,0.1652,37.00,0.1461,0.3996,0.9167
0.0037,2.8931,0.0670,0.0524,0.1702,38.01,0.1494,0.3713,0.9285
0.0038,2.9087,0.0680,0.0551,0.1751,39.02,0.1526,0.3427,0.9395
0.0039,2.9231,0.0690,0.0579,0.1801,40.02,0.1556,0.3137,0.9495
0.0040,2.9364,0.0698,0.0607,0.1850,41.02,0.1586,0.2844,0.9587
0.0041,2.9484,0.0705,0.0636,0.1899,42.03,0.1614,0.2489,0.9685
0.0042,2.9592,0.0712,0.0665,0.1947,43.04,0.1641,0.2191,0.9757
0.0043,2.9687,0.0717,0.0694,0.1996,44.04,0.1667,0.1891,0.9820
0.0044,2.9770,0.0722,0.0723,0.2044,45.04,0.1691,0.1589,0.9873
0.0045,2.9840,0.0726,0.0753,0.2091,46.04,0.1714,0.1285,0.9917
0.0046,2.9897,0.0729,0.0782,0.2139,47.03,0.1735,0.0980,0.9952
0.0047,2.9942,0.0731,0.0812,0.2185,48.02,0.1755,0.0674,0.9977
0.0048,2.9974,0.0732,0.0842,0.2232,49.01,0.1773,0.0368,0.9993
0.0049,2.9994,0.0732,0.0872,0.2277,50.00,0.1789,-0.0000,1.0000
0.0050,3.0000,0.0731,0.0902,0.2322,50.99,0.1804,-0.0307,0.9995
0.0051,2.9994,0.0729,0.0932,0.2367,51.97,0.1817,-0.0613,0.9981
0.0052,2.9974,0.0726,0.0962,0.2411,52.95,0.1829,-0.0919,0.9958
0.0053,2.9942,0.0723,0.0992,0.2454,53.92,0.1838,-0.1224,0.9925
0.0054,2.9897,0.0718,0.1021,0.2497,54.89,0.1846,-0.1528,0.9883
0.0055,2.9840,0.0713,0.1051,0.2539,55.85,0.1852,-0.1830,0.9831
0.0056,2.9770,0.0706,0.1080,0.2581,56.81,0.1856,-0.2131,0.9770
0.0057,2.9687,0.0699,0.1108,0.2621,57.77,0.1858,-0.2489,0.9685
0.0058,2.9592,0.0691,0.1137,0.2661,58.72,0.1858,-0.2785,0.9604
0.0059,2.9484,0.0682,0.1165,0.2699,59.67,0.1856,-0.3078,0.9514
0.0060,2.9364,0.0672,0.1193,0.2738,60.61,0.1853,-0.3369,0.9415
0.0061,2.9231,0.0661,0.1220,0.2775,61.54,0.1847,-0.3656,0.9308
0.0062,2.9087,0.0650,0.1247,0.2811,62.47,0.1839,-0.3940,0.9191
0.0063,2.8931,0.0637,0.1273,0.2847,63.40,0.1829,-0.4220,0.9066
0.0064,2.8763,0.0624,0.1298,0.2882,64.32,0.1817,-0.4496,0.8932
0.0065,2.8583,0.0611,0.1324,0.2915,65.23,0.1803,-0.4768,0.8790
0.0066,2.8392,0.0596,0.1348,0.2948,66.13,0.1787,-0.5088,0.8609
0.0067,2.8190,0.0581,0.1372,0.2980,67.04,0.1769,-0.5350,0.8449
0.0068,2.7976,0.0566,0.1395,0.3011,67.93,0.1748,-0.5607,0.8280
0.0069,2.7752,0.0549,0.1418,0.3040,68.82,0.1726,-0.5858,0.8105
0.0070,2.7517,0.0533,0.1439,0.3069,69.69,0.1702,-0.6104,0.7921
0.0071,2.7272,0.0515,0.1460,0.3097,70.57,0.1675,-0.6344,0.7730
0.0072,2.7017,0.0498,0.1481,0.3124,71.43,0.1646,-0.6578,0.7532
0.0073,2.6751,0.0479,0.1500,0.3150,72.28,0.1616,-0.6806,0.7327
0.0074,2.6477,0.0461,0.1519,0.3175,73.13,0.1583,-0.7071,0.7071
0.0075,2.6192,0.0441,0.1537,0.3198,73.97,0.1548,-0.7285,0.6851
0.0076,2.5899,0.0422,0.1554,0.3221,74.81,0.1511,-0.7491,0.6624
0.0077,2.5597,0.0402,0.1571,0.3242,75.63,0.1472,-0.7691,0.6391
0.0078,2.5287,0.0382,0.1586,0.3263,76.44,0.1431,-0.7883,0.6152
0.0079,2.4968,0.0362,0.1601,0.3283,77.25,0.1388,-0.8068,0.5908
0.0080,2.4641,0.0342,0.1615,0.3301,78.04,0.1343,-0.8246,0.5657
0.0081,2.4307,0.0322,0.1628,0.3319,78.83,0.1297,-0.8416,0.5402
0.0082,2.3966,0.0301,0.1640,0.3335,79.60,0.1248,-0.8609,0.5088
0.0083,2.3618,0.0280,0.1651,0.3350,80.37,0.1197,-0.8761,0.4822
0.0084,2.3263,0.0260,0.1662,0.3364,81.13,0.1145,-0.8904,0.4551
0.0085,2.2902,0.0239,0.1672,0.3378,81.87,0.1091,-0.9040,0.4276
0.0086,2.2535,0.0218,0.1681,0.3390,82.61,0.1035,-0.9167,0.3996
0.0087,2.2163,0.0198,0.1689,0.3401,83.33,0.0977,-0.9285,0.3713
0.0088,2.1786,0.0177,0.1697,0.3412,84.04,0.0918,-0.9395,0.3427
0.0089,2.1404,0.0157,0.1703,0.3421,84.74,0.0857,-0.9495,0.3137
0.0090,2.1017,0.0137,0.1709,0.3429,85.43,0.0795,-0.9604,0.2785
0.0091,2.0627,0.0117,0.1714,0.3436,86.11,0.0731,-0.9685,0.2489
0.0092,2.0233,0.0097,0.1719,0.3443,86.77,0.0665,-0.9757,0.2191
0.0093,1.9836,0.0077,0.1722,0.3448,87.43,0.0598,-0.9820,0.1891
0.0094,1.9436,0.0058,0.1726,0.3453,88.07,0.0530,-0.9873,0.1589
0.0095,1.9034,0.0039,0.1728,0.3457,88.70,0.0461,-0.9917,0.1285
0.0096,1.8629,0.0021,0.1730,0.3460,89.31,0.0390,-0.9952,0.0980
0.0097,1.8223,0.0003,0.1731,0.3462,89.91,0.0318,-0.9977,0.0674
0.0098,1.7816,-0.0015,0.1732,0.3463,90.50,0.0246,-0.9993,0.0368
0.0099,1.7408,-0.0033,0.1732,0.3464,91.08,0.0172,-1.0000,-0.0000
0.0100,1.7000,-0.0050,0.1731,0.3464,91.64,0.0097,-0.9995,-0.0307
0.0101,1.6592,-0.0066,0.1730,0.3463,92.19,0.0021,-0.9981,-0.0613
0.0102,1.6184,-0.0082,0.1729,0.3461,92.72,-0.0055,-0.9958,-0.0919
0.0103,1.5777,-0.0098,0.1727,0.3459,93.25,-0.0132,-0.9925,-0.1224
0.0104,1.5371,-0.0113,0.1724,0.3456,93.75,-0.0210,-0.9883,-0.1528
0.0105,1.4966,-0.0128,0.1722,0.3453,94.25,-0.0288,-0.9831,-0.1830
0.0106,1.4564,-0.0142,0.1719,0.3449,94.73,-0.0367,-0.9770,-0.2131
0.0107,1.4164,-0.0156,0.1715,0.3444,95.19,-0.0446,-0.9685,-0.2489
0.0108,1.3767,-0.0169,0.1711,0.3439,95.64,-0.0526,-0.9604,-0.2785
0.0109,1.3373,-0.0182,0.1707,0.3433,96.08,-0.0606,-0.9514,-0.3078
0.0110,1.2983,-0.0194,0.1703,0.3427,96.50,-0.0686,-0.9415,-0.3369
0.0111,1.2596,-0.0206,0.1698,0.3421,96.91,-0.0766,-0.9308,-0.3656
0.0112,1.2214,-0.0217,0.1693,0.3414,97.30,-0.0846,-0.9191,-0.3940
0.0113,1.1837,-0.0228,0.1688,0.3407,97.68,-0.0926,-0.9066,-0.4220
0.0114,1.1465,-0.0238,0.1683,0.3400,98.04,-0.1005,-0.8932,-0.4496
0.0115,1.1098,-0.0248,0.1678,0.3392,98.39,-0.1084,-0.8761,-0.4822
0.0116,1.0737,-0.0257,0.1672,0.3384,98.73,-0.1163,-0.8609,-0.5088
0.0117,1.0382,-0.0266,0.1667,0.3376,99.05,-0.1242,-0.8449,-0.5350
0.0118,1.0034,-0.0274,0.1661,0.3367,99.36,-0.1320,-0.8280,-0.5607
0.0119,0.9693,-0.0282,0.1655,0.3358,99.66,-0.1397,-0.8105,-0.5858
0.0120,0.9359,-0.0289,0.1650,0.3350,99.94,-0.1474,-0.7921,-0.6104
0.0121,0.9032,-0.0296,0.1644,0.3341,100.21,-0.1549,-0.7730,-0.6344
0.0122,0.8713,-0.0303,0.1638,0.3332,100.47,-0.1624,-0.7532,-0.6578
0.0123,0.8403,-0.0309,0.1633,0.3323,100.71,-0.1698,-0.7285,-0.6851
0.0124,0.8101,-0.0315,0.1627,0.3314,100.94,-0.1771,-0.7071,-0.7071
0.0125,0.7808,-0.0320,0.1621,0.3305,101.16,-0.1842,-0.6851,-0.7285
0.0126,0.7523,-0.0325,0.1615,0.3296,101.37,-0.1913,-0.6624,-0.7491
0.0127,0.7249,-0.0330,0.1610,0.3287,101.57,-0.1981,-0.6391,-0.7691
0.0128,0.6983,-0.0334,0.1604,0.3277,101.75,-0.2049,-0.6152,-0.7883
0.0129,0.6728,-0.0338,0.1599,0.3268,101.93,-0.2115,-0.5908,-0.8068
0.0130,0.6483,-0.0341,0.1594,0.3260,102.09,-0.2179,-0.5657,-0.8246
0.0131,0.6248,-0.0345,0.1588,0.3251,102.25,-0.2242,-0.5402,-0.8416
0.0132,0.6024,-0.0348,0.1583,0.3242,102.39,-0.2302,-0.5088,-0.8609
0.0133,0.5810,-0.0351,0.1578,0.3233,102.53,-0.2361,-0.4822,-0.8761
0.0134,0.5608,-0.0353,0.1573,0.3225,102.66,-0.2418,-0.4551,-0.8904
0.0135,0.5417,-0.0356,0.1568,0.3216,102.78,-0.2473,-0.4276,-0.9040
0.0136,0.5237,-0.0358,0.1563,0.3208,102.89,-0.2526,-0.3996,-0.9167
0.0137,0.5069,-0.0360,0.1559,0.3199,102.99,-0.2577,-0.3713,-0.9285
0.0138,0.4913,-0.0361,0.1554,0.3191,103.09,-0.2625,-0.3427,-0.9395
0.0139,0.4769,-0.0363,0.1550,0.3183,103.18,-0.2672,-0.3137,-0.9495
0.0140,0.4636,-0.0364,0.1545,0.3175,103.26,-0.2715,-0.2785,-0.9604
0.0141,0.4516,-0.0365,0.1541,0.3167,103.33,-0.2757,-0.2489,-0.9685
0.0142,0.4408,-0.0366,0.1536,0.3159,103.40,-0.2795,-0.2191,-0.9757
0.0143,0.4313,-0.0367,0.1532,0.3151,103.47,-0.2832,-0.1891,-0.9820
0.0144,0.4230,-0.0368,0.1528,0.3143,103.53,-0.2865,-0.1589,-0.9873
0.0145,0.4160,-0.0368,0.1524,0.3135,103.58,-0.2896,-0.1285,-0.9917
0.0146,0.4103,-0.0369,0.1520,0.3128,103.63,-0.2924,-0.0980,-0.9952
0.0147,0.4058,-0.0369,0.1516,0.3120,103.68,-0.2950,-0.0674,-0.9977
0.0148,0.4026,-0.0369,0.1512,0.3112,103.72,-0.2972,-0.0307,-0.9995
0.0149,0.4006,-0.0369,0.1508,0.3104,103.75,-0.2992,0.0000,-1.0000
0.0150,0.4000,-0.0369,0.1504,0.3097,103.78,-0.3008,0.0307,-0.9995
0.0151,0.4006,-0.0369,0.1500,0.3089,103.81,-0.3022,0.0613,-0.9981
0.0152,0.4026,-0.0368,0.1496,0.3081,103.83,-0.3032,0.0919,-0.9958
0.0153,0.4058,-0.0368,0.1492,0.3073,103.85,-0.3040,0.1224,-0.9925
0.0154,0.4103,-0.0367,0.1488,0.3064,103.86,-0.3044,0.1528,-0.9883
0.0155,0.4160,-0.0366,0.1484,0.3056,103.87,-0.3045,0.1830,-0.9831
0.0156,0.4230,-0.0365,0.1479,0.3048,103.87,-0.3043,0.2191,-0.9757
0.0157,0.4313,-0.0364,0.1475,0.3039,103.87,-0.3038,0.2489,-0.9685
0.0158,0.4408,-0.0363,0.1471,0.3030,103.87,-0.3030,0.2785,-0.9604
0.0159,0.4516,-0.0362,0.1467,0.3021,103.85,-0.3019,0.3078,-0.9514
0.0160,0.4636,-0.0360,0.1462,0.3012,103.84,-0.3004,0.3369,-0.9415
0.0161,0.4769,-0.0358,0.1458,0.3003,103.81,-0.2986,0.3656,-0.9308
0.0162,0.4913,-0.0356,0.1453,0.2993,103.78,-0.2965,0.3940,-0.9191
0.0163,0.5069,-0.0354,0.1449,0.2983,103.74,-0.2940,0.4220,-0.9066
0.0164,0.5237,-0.0352,0.1444,0.2973,103.70,-0.2912,0.4496,-0.8932
0.0165,0.5417,-0.0349,0.1439,0.2962,103.64,-0.2881,0.4822,-0.8761
0.0166,0.5608,-0.0347,0.1435,0.2952,103.58,-0.2847,0.5088,-0.8609
0.0167,0.5810,-0.0343,0.1430,0.2941,103.51,-0.2810,0.5350,-0.8449
0.0168,0.6024,-0.0340,0.1425,0.2929,103.42,-0.2769,0.5607,-0.8280
0.0169,0.6248,-0.0336,0.1420,0.2918,103.33,-0.2725,0.5858,-0.8105
0.0170,0.6483,-0.0332,0.1414,0.2906,103.22,-0.2678,0.6104,-0.7921
0.0171,0.6728,-0.0328,0.1409,0.2894,103.11,-0.2628,0.6344,-0.7730
0.0172,0.6983,-0.0324,0.1404,0.2882,102.98,-0.2575,0.6578,-0.7532
0.0173,0.7249,-0.0319,0.1399,0.2869,102.83,-0.2518,0.6851,-0.7285
0.0174,0.7523,-0.0313,0.1393,0.2856,102.67,-0.2459,0.7071,-0.7071
0.0175,0.7808,-0.0308,0.1388,0.2843,102.49,-0.2396,0.7285,-0.6851
0.0176,0.8101,-0.0301,0.1383,0.2830,102.30,-0.2331,0.7491,-0.6624
0.0177,0.8403,-0.0295,0.1377,0.2817,102.09,-0.2262,0.7691,-0.6391
0.0178,0.8713,-0.0288,0.1372,0.2804,101.86,-0.2191,0.7883,-0.6152
0.0179,0.9032,-0.0281,0.1367,0.2790,101.61,-0.2117,0.8068,-0.5908
0.0180,0.9359,-0.0273,0.1361,0.2777,101.35,-0.2040,0.8246,-0.5657
0.0181,0.9693,-0.0265,0.1356,0.2763,101.06,-0.1961,0.8449,-0.5350
0.0182,1.0034,-0.0256,0.1351,0.2750,100.74,-0.1878,0.8609,-0.5088
0.0183,1.0382,-0.0247,0.1346,0.2737,100.41,-0.1794,0.8761,-0.4822
0.0184,1.0737,-0.0238,0.1341,0.2724,100.05,-0.1706,0.8904,-0.4551
0.0185,1.1098,-0.0228,0.1336,0.2711,99.67,-0.1617,0.9040,-0.4276
0.0186,1.1465,-0.0217,0.1332,0.2699,99.26,-0.1524,0.9167,-0.3996
0.0187,1.1837,-0.0206,0.1327,0.2687,98.83,-0.1430,0.9285,-0.3713
0.0188,1.2214,-0.0195,0.1323,0.2675,98.37,-0.1333,0.9395,-0.3427
0.0189,1.2596,-0.0183,0.1319,0.2664,97.89,-0.1235,0.9495,-0.3137
0.0190,1.2983,-0.0170,0.1316,0.2653,97.37,-0.1134,0.9604,-0.2785
0.0191,1.3373,-0.0157,0.1312,0.2643,96.83,-0.1031,0.9685,-0.2489
0.0192,1.3767,-0.0144,0.1309,0.2634,96.27,-0.0927,0.9757,-0.2191
0.0193,1.4164,-0.0130,0.1307,0.2626,95.68,-0.0821,0.9820,-0.1891
0.0194,1.4564,-0.0116,0.1304,0.2619,95.06,-0.0713,0.9873,-0.1589
0.0195,1.4966,-0.0101,0.1302,0.2613,94.42,-0.0603,0.9917,-0.1285
0.0196,1.5371,-0.0085,0.1301,0.2607,93.76,-0.0492,0.9952,-0.0980
0.0197,1.5777,-0.0070,0.1300,0.2603,93.07,-0.0380,0.9977,-0.0674
0.0198,1.6184,-0.0054,0.1299,0.2601,92.36,-0.0267,0.9995,-0.0307
0.0199,1.6592,-0.0037,0.1299,0.2600,91.63,-0.0152,1.0000,0.0000
0.0200,1.7000,-0.0020,0.1300,0.2600,90.88,-0.0037,0.9995,0.0307
0.0201,1.7408,-0.0003,0.1301,0.2602,90.11,0.0080,0.9981,0.0613
0.0202,1.7816,0.0015,0.1303,0.2605,89.33,0.0197,0.9958,0.0919
0.0203,1.8223,0.0033,0.1305,0.2610,88.54,0.0315,0.9925,0.1224
0.0204,1.8629,0.0052,0.1308,0.2617,87.74,0.0434,0.9883,0.1528
0.0205,1.9034,0.0070,0.1311,0.2626,86.93,0.0553,0.9831,0.1830
0.0206,1.9436,0.0089,0.1315,0.2637,86.11,0.0672,0.9757,0.2191
0.0207,1.9836,0.0109,0.1320,0.2649,85.30,0.0791,0.9685,0.2489
0.0208,2.0233,0.0128,0.1326,0.2664,84.49,0.0911,0.9604,0.2785
0.0209,2.0627,0.0148,0.1332,0.2681,83.68,0.1030,0.9514,0.3078
0.0210,2.1017,0.0167,0.1339,0.2700,82.88,0.1149,0.9415,0.3369
0.0211,2.1404,0.0187,0.1347,0.2720,82.08,0.1268,0.9308,0.3656
0.0212,2.1786,0.0207,0.1356,0.2743,81.30,0.1387,0.9191,0.3940
0.0213,2.2163,0.0227,0.1365,0.2768,80.54,0.1505,0.9066,0.4220
0.0214,2.2535,0.0248,0.1375,0.2795,79.80,0.1622,0.8904,0.4551
0.0215,2.2902,0.0268,0.1386,0.2824,79.08,0.1739,0.8761,0.4822
0.0216,2.3263,0.0288,0.1398,0.2855,78.38,0.1854,0.8609,0.5088
0.0217,2.3618,0.0308,0.1411,0.2888,77.70,0.1969,0.8449,0.5350
0.0218,2.3966,0.0327,0.1424,0.2923,77.05,0.2082,0.8280,0.5607
0.0219,2.4307,0.0347,0.1439,0.2960,76.43,0.2194,0.8105,0.5858
0.0220,2.4641,0.0367,0.1454,0.2998,75.84,0.2305,0.7921,0.6104
0.0221,2.4968,0.0386,0.1469,0.3039,75.28,0.2414,0.7730,0.6344
0.0222,2.5287,0.0405,0.1486,0.3081,74.76,0.2521,0.7532,0.6578
0.0223,2.5597,0.0424,0.1504,0.3124,74.27,0.2627,0.7285,0.6851
0.0224,2.5899,0.0442,0.1522,0.3170,73.81,0.2730,0.7071,0.7071
0.0225,2.6192,0.0460,0.1541,0.3216,73.38,0.2832,0.6851,0.7285
0.0226,2.6477,0.0477,0.1561,0.3264,72.99,0.2931,0.6624,0.7491
0.0227,2.6751,0.0495,0.1581,0.3314,72.64,0.3028,0.6391,0.7691
0.0228,2.7017,0.0511,0.1603,0.3364,72.31,0.3123,0.6152,0.7883
0.0229,2.7272,0.0527,0.1625,0.3416,72.02,0.3216,0.5908,0.8068
0.0230,2.7517,0.0543,0.1647,0.3469,71.76,0.3305,0.5657,0.8246
0.0231,2.7752,0.0558,0.1671,0.3523,71.54,0.3392,0.5350,0.8449
0.0232,2.7976,0.0572,0.1695,0.3578,71.35,0.3476,0.5088,0.8609
0.0233,2.8190,0.0585,0.1720,0.3633,71.20,0.3557,0.4822,0.8761
0.0234,2.8392,0.0598,0.1745,0.3689,71.07,0.3636,0.4551,0.8904
0.0235,2.8583,0.0611,0.1771,0.3746,70.97,0.3711,0.4276,0.9040
0.0236,2.8763,0.0622,0.1797,0.3804,70.91,0.3783,0.3996,0.9167
0.0237,2.8931,0.0633,0.1824,0.3861,70.86,0.3851,0.3713,0.9285
0.0238,2.9087,0.0643,0.1851,0.3919,70.85,0.3916,0.3427,0.9395
0.0239,2.9231,0.0652,0.1879,0.3978,70.87,0.3978,0.3078,0.9514
0.0240,2.9364,0.0660,0.1907,0.4037,70.91,0.4036,0.2785,0.9604
0.0241,2.9484,0.0667,0.1936,0.4095,70.98,0.4090,0.2489,0.9685
0.0242,2.9592,0.0674,0.1965,0.4154,71.07,0.4141,0.2191,0.9757
0.0243,2.9687,0.0679,0.1994,0.4213,71.18,0.4187,0.1891,0.9820
0.0244,2.9770,0.0684,0.2023,0.4272,71.32,0.4230,0.1589,0.9873
0.0245,2.9840,0.0688,0.2053,0.4330,71.47,0.4269,0.1285,0.9917
0.0246,2.9897,0.0691,0.2083,0.4389,71.65,0.4304,0.0980,0.9952
0.0247,2.9942,0.0693,0.2113,0.4446,71.84,0.4335,0.0613,0.9981
0.0248,2.9974,0.0694,0.2142,0.4504,72.06,0.4362,0.0307,0.9995
0.0249,2.9994,0.0694,0.2172,0.4561,72.29,0.4384,-0.0000,1.0000
0.0250,3.0000,0.0693,0.2202,0.4618,72.54,0.4403,-0.0307,0.9995
0.0251,2.9994,0.0691,0.2232,0.4674,72.80,0.4417,-0.0613,0.9981
0.0252,2.9974,0.0688,0.2262,0.4729,73.08,0.4427,-0.0919,0.9958
0.0253,2.9942,0.0685,0.2292,0.4784,73.37,0.4432,-0.1224,0.9925
0.0254,2.9897,0.0680,0.2322,0.4838,73.68,0.4433,-0.1528,0.9883
0.0255,2.9840,0.0674,0.2351,0.4891,73.99,0.4429,-0.1830,0.9831
0.0256,2.9770,0.0668,0.2380,0.4944,74.32,0.4422,-0.2191,0.9757
0.0257,2.9687,0.0661,0.2409,0.4995,74.66,0.4409,-0.2489,0.9685
0.0258,2.9592,0.0652,0.2437,0.5046,75.01,0.4393,-0.2785,0.9604
0.0259,2.9484,0.0643,0.2465,0.5095,75.38,0.4371,-0.3078,0.9514
0.0260,2.9364,0.0633,0.2493,0.5144,75.74,0.4346,-0.3369,0.9415
0.0261,2.9231,0.0623,0.2520,0.5192,76.12,0.4315,-0.3656,0.9308
0.0262,2.9087,0.0611,0.2547,0.5238,76.50,0.4281,-0.3940,0.9191
0.0263,2.8931,0.0599,0.2573,0.5283,76.89,0.4242,-0.4220,0.9066
0.0264,2.8763,0.0586,0.2599,0.5328,77.29,0.4198,-0.4551,0.8904
0.0265,2.8583,0.0572,0.2624,0.5371,77.70,0.4150,-0.4822,0.8761
0.0266,2.8392,0.0558,0.2648,0.5412,78.11,0.4098,-0.5088,0.8609
0.0267,2.8190,0.0543,0.2672,0.5453,78.52,0.4041,-0.5350,0.8449
0.0268,2.7976,0.0527,0.2695,0.5492,78.94,0.3980,-0.5607,0.8280
0.0269,2.7752,0.0511,0.2718,0.5530,79.36,0.3915,-0.5858,0.8105
0.0270,2.7517,0.0494,0.2739,0.5567,79.78,0.3845,-0.6104,0.7921
0.0271,2.7272,0.0477,0.2760,0.5602,80.20,0.3771,-0.6344,0.7730
0.0272,2.7017,0.0459,0.2781,0.5636,80.63,0.3693,-0.6624,0.7491
0.0273,2.6751,0.0440,0.2800,0.5669,81.06,0.3611,-0.6851,0.7285
0.0274,2.6477,0.0422,0.2819,0.5700,81.49,0.3525,-0.7071,0.7071
0.0275,2.6192,0.0403,0.2837,0.5730,81.92,0.3435,-0.7285,0.6851
0.0276,2.5899,0.0383,0.2854,0.5759,82.35,0.3341,-0.7491,0.6624
0.0277,2.5597,0.0363,0.2870,0.5786,82.78,0.3243,-0.7691,0.6391
0.0278,2.5287,0.0344,0.2886,0.5812,83.21,0.3141,-0.7883,0.6152
0.0279,2.4968,0.0323,0.2901,0.5837,83.64,0.3036,-0.8068,0.5908
0.0280,2.4641,0.0303,0.2914,0.5860,84.07,0.2927,-0.8280,0.5607
0.0281,2.4307,0.0282,0.2927,0.5882,84.49,0.2815,-0.8449,0.5350
0.0282,2.3966,0.0262,0.2940,0.5903,84.91,0.2699,-0.8609,0.5088
0.0283,2.3618,0.0241,0.2951,0.5922,85.33,0.2580,-0.8761,0.4822
0.0284,2.3263,0.0220,0.2962,0.5940,85.74,0.2458,-0.8904,0.4551
0.0285,2.2902,0.0200,0.2971,0.5956,86.16,0.2332,-0.9040,0.4276
0.0286,2.2535,0.0179,0.2980,0.5972,86.56,0.2204,-0.9167,0.3996
0.0287,2.2163,0.0158,0.2989,0.5986,86.96,0.2073,-0.9285,0.3713
0.0288,2.1786,0.0138,0.2996,0.5999,87.36,0.1939,-0.9395,0.3427
0.0289,2.1404,0.0118,0.3003,0.6010,87.76,0.1802,-0.9514,0.3078
0.0290,2.1017,0.0097,0.3009,0.6020,88.14,0.1663,-0.9604,0.2785
0.0291,2.0627,0.0077,0.3014,0.6029,88.53,0.1522,-0.9685,0.2489
0.0292,2.0233,0.0058,0.3018,0.6037,88.90,0.1379,-0.9757,0.2191
0.0293,1.9836,0.0038,0.3022,0.6044,89.27,0.1233,-0.9820,0.1891
0.0294,1.9436,0.0019,0.3025,0.6050,89.64,0.1085,-0.9873,0.1589
0.0295,1.9034,0.0000,0.3027,0.6055,90.00,0.0936,-0.9917,0.1285
0.0296,1.8629,-0.0018,0.3029,0.6059,90.35,0.0785,-0.9952,0.0980
0.0297,1.8223,-0.0037,0.3030,0.6061,90.69,0.0632,-0.9981,0.0613
0.0298,1.7816,-0.0054,0.3031,0.6063,91.03,0.0478,-0.9995,0.0307
0.0299,1.7408,-0.0072,0.3031,0.6063,91.36,0.0322,-1.0000,-0.0000
0.0300,1.7000,-0.0089,0.3030,0.6063,91.68,0.0166,-0.9995,-0.0307
0.0301,1.6592,-0.0105,0.3029,0.6062,91.99,0.0009,-0.9981,-0.0613
0.0302,1.6184,-0.0121,0.3028,0.6061,92.30,-0.0149,-0.9958,-0.0919
0.0303,1.5777,-0.0137,0.3026,0.6058,92.59,-0.0308,-0.9925,-0.1224
0.0304,1.5371,-0.0152,0.3024,0.6055,92.88,-0.0467,-0.9883,-0.1528
0.0305,1.4966,-0.0167,0.3021,0.6051,93.16,-0.0627,-0.9820,-0.1891
